name_x,year_x,brand,color,price_x,seller_name,seller_phone,seller_average_rating,seller_review_count,miles_x,distance_from_Madison,Exterior Color_x,Interior Color_x,Transmission_x,Drivetrain_x,VIN,id_x,name_y,make,model,year_y,price_y,miles_y,Exterior Color_y,Interior Color_y,Seller Name,Seller Phone,Transmission_y,Drivetrain_y,id_y
2014 Audi Q7 3.0L TDI Premium Plus,2014,Audi,Black,34896.0,Kunes Country Chrysler Dodge Jeep Ram of Elkhorn,(262) 607-8408,4.8,278.0,57292.0,51,Black,Black,8-SPEED A/T,All Wheel Drive,WA1LMAFE5ED012326,2704,2014 Audi Q7 3.0L TDI Premium Plus,Audi,Q7,2014.0,34896.0,57292.0,,,Kunes Country Ford Lincoln Inc.,(888) 440-2312,Automatic,All Wheel Drive,2573
2013 Audi Q7 3.0 TDI Premium Plus,2013,Audi,Gray,23999.0,Napleton Autowerks Loves Park,(815) 916-4212,4.9,522.0,93919.0,55,Gray,,8-Speed Automatic,AWD,WA1LMAFE9DD006432,2707,2013 Audi Q7 3.0 TDI Premium (Tiptronic) SUV,Audi,Q7,2013.0,23999.0,93919.0,Grey,,"Napleton's Autowerks, Inc.",877-441-8782,Automatic,All Wheel Drive,2581
2014 Audi A6 3.0 TDI Prestige quattro,2014,Audi,Black,23999.0,Napleton Autowerks Loves Park,(815) 916-4212,4.9,522.0,80493.0,55,Black,,8-Speed Automatic,AWD,WAUHMAFC9EN082042,2715,2014 Audi A6 3.0 TDI Sedan,Audi,A6,2014.0,23999.0,80493.0,Brilliant black,BLACK,"Napleton's Autowerks, Inc.",877-441-8782,Automatic,All Wheel Drive,2584
2014 Audi Q5 3.0 TDI Premium Plus quattro,2014,Audi,Brown,32750.0,Napleton Autowerks Loves Park,(888) 231-8946,4.9,522.0,21301.0,55,Brown,,8-Speed Automatic,AWD,WA1CMAFP6EA002729,2717,2014 Audi Q5 3.0 TDI SUV,Audi,Q5,2014.0,32750.0,21301.0,Maya brown metallic,BEIGE,"Napleton's Autowerks, Inc.",877-441-8782,Automatic,All Wheel Drive,2582
2014 Audi Q5 3.0T Prestige quattro,2014,Audi,Black,24918.0,Boucher Nissan Waukesha,(866) 690-6248,4.8,67.0,86975.0,59,Black,Black,8-Speed Automatic,AWD,WA1WGAFP8EA024574,2720,2014 Audi Q5 3.0T Prestige SUV,Audi,Q5,2014.0,24918.0,86975.0,Phantom black pearl,BLACK,Boucher Nissan of Waukesha,877-917-4507,Automatic,All Wheel Drive,2614
2015 Audi TT 2.0T quattro,2015,Audi,White,31989.0,Wheels by RT,(815) 580-3162,5.0,38.0,18515.0,60,Ibis White,Black,6-Speed Automatic with Auto-Shift,AWD,TRUSFAFK8F1000696,2721,2015AudiTT2.0T quattro,Audi,TT,2015.0,31989.0,18515.0,Ibis White,,Wheels by R.T.,,Automated Manual,All Wheel Drive,2660
2013 Audi S4 3.0T Premium Plus,2013,Audi,Black,23329.0,Toyota of Brookfield,(262) 558-4486,4.8,62.0,65950.0,61,Phantom Black Pearl,Black,7-Speed Automatic with Auto-Shift,AWD,WAUBGAFL0DA200692,2722,2013 Audi S4 3.0T Premium Plus Sedan quattro,Audi,S4,2013.0,23329.0,65950.0,Phantom black pearl,BLACK,Jack Safro Toyota,414-691-0603,Automated Manual,All Wheel Drive,2676
2016 Audi A6 2.0T Premium quattro,2016,Audi,White,31000.0,Lexus of Brookfield,(262) 510-0474,4.9,184.0,39015.0,62,White,Black,8-Speed Automatic,AWD,WAUFFAFC1GN115538,2723,2016 Audi A6 2.0T Premium,Audi,A6,2016.0,31000.0,39015.0,White,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive,2665
2014 Audi A6 3.0 TDI Premium Plus quattro,2014,Audi,Black,29991.0,Hall Volkswagen Mazda,(888) 450-4176,4.6,56.0,18842.0,62,Phantom Black Pearl,Black,8-Speed Automatic,AWD,WAUFMAFC1EN064271,2724,2014 Audi A6 TDI Premium Plus quattro,Audi,A6,2014.0,29991.0,18842.0,Phantom Black Pearl Effect,Black,Volkswagen,888-441-0425,Automatic,All Wheel Drive,2670
2014 Audi A6 3.0 TDI Prestige quattro,2014,Audi,Blue,26991.0,Hall Volkswagen Mazda,(888) 450-4176,4.6,56.0,61829.0,62,Moonlight Blue Metallic,Velvet Beige,8-Speed Automatic,AWD,WAUHMAFC7EN032692,2725,2014 Audi A6 TDI Prestige quattro,Audi,A6,2014.0,26991.0,61829.0,Moonlight Blue Metallic,Velvet Beige,Volkswagen,888-441-0425,Automatic,All Wheel Drive,2671
2014 Audi Q7 3.0 TDI Premium Plus,2014,Audi,Gray,36991.0,Hall Volkswagen Mazda,(888) 450-4176,4.6,56.0,19607.0,62,Daytona Gray Pearl,Black,8-Speed Automatic,AWD,WA1LMAFE4ED017811,2726,2014 Audi Q7 TDI Premium Plus,Audi,Q7,2014.0,36991.0,19607.0,Daytona Gray Pearl Effect,Black,Volkswagen,888-441-0425,Automatic,All Wheel Drive,2669
2015 Audi A4 2.0T Premium Plus quattro,2015,Audi,White,22759.0,Russ Darrow West Bend Chrysler Jeep Dodge RAM,(262) 299-4737,4.8,438.0,41716.0,63,White,Gray / Black,8-Speed Automatic,AWD,WAUFFAFL4FN004979,2727,Used 2015 Audi A4 2.0T Premium Plus Quattro,Audi,A4,2015.0,22759.0,41716.0,White,gray/black,Russ Darrow Kia,888-356-1417,Automatic,All Wheel Drive,2546
2017 Audi A4 2.0T Premium quattro,2017,Audi,White,29997.0,Russ Darrow Toyota Scion,(262) 384-4738,4.8,617.0,18568.0,64,Ibis White,Black,7-Speed Automatic with Auto-Shift,AWD,WAUANAF45HN052791,2728,Used 2017 Audi A4 2.0T Premium Quattro,Audi,A4,2017.0,29997.0,18568.0,White,Black,Russ Darrow Kia,888-356-1417,Automatic,All Wheel Drive,2545
2017 Audi A3 Premium,2017,Audi,Other,24288.0,Van Horn Hyundai of Fond du Lac,(920) 933-8267,4.8,730.0,2869.0,66,Chrome,aluminum,7-SPEED A/T,Front Wheel Drive,WAUAUGFF8H1038074,2729,Used 2017 Audi A3 Sedan 2.0T Premium FrontTrak,Audi,A3,2017.0,24288.0,2869.0,Brilliant Black,Black,Van Horn Hyundai Fond Du Lac,,Automated Manual,Front Wheel Drive,2824
2017 Audi A3 2.0T Premium Plus,2017,Audi,Other,26699.0,Van Horn Hyundai of Fond du Lac,(920) 933-8267,4.8,730.0,3031.0,66,Chrome,aluminum,7-SPEED A/T,Front Wheel Drive,WAUGUGFFXH1041682,2730,Used 2017 Audi A3 Sedan 2.0T Premium Plus,Audi,A3,2017.0,26699.0,3031.0,Monsoon Gray Metallic,Black,Van Horn Hyundai Fond Du Lac,,Automated Manual,Front Wheel Drive,2825
2016 Audi S4 3.0T Premium Plus,2016,Audi,Black,41998.0,Holiday Mazda,(855) 294-9011,4.9,96.0,22315.0,67,Brilliant Black,Black,7-Speed Automatic with Auto-Shift,AWD,WAUBGAFL6GA005992,2731,Used 2016 Audi S4 4dr Sdn S Tronic Premium Plus,Audi,S4,2016.0,41998.0,22315.0,,Aluminum,Holiday Automotive,(877) 860-9048,Automated Manual,All Wheel Drive,2820
2012 Audi Q5 2.0T Premium Plus quattro,2012,Audi,Blue,16998.0,Holiday Mazda,(855) 294-9011,4.9,96.0,86428.0,67,Moonlight Blue Metallic,Light Gray,8-Speed Automatic,AWD,WA1LFAFP3CA116534,2732,Used 2012 Audi Q5 quattro 4dr 2.0T Premium Plus,Audi,Q5,2012.0,16998.0,86428.0,Moonlight Blue Metallic,Light Gray,Holiday Automotive,(877) 860-9048,Automatic,All Wheel Drive,2821
2014 Audi A6 3.0 TDI Prestige quattro,2014,Audi,Black,36998.0,Holiday Mazda,(855) 294-9011,4.9,96.0,32904.0,67,Brilliant Black,Black,8-Speed Automatic,AWD,WAUHMAFC3EN019003,2733,Used 2014 Audi A6 4dr Sdn quattro 3.0L TDI Prestige,Audi,A6,2014.0,36998.0,32904.0,Brilliant Black,Black,Holiday Automotive,(877) 860-9048,Automatic,All Wheel Drive,2822
2017 Audi Q5 2.0T Premium quattro,2017,Audi,Black,38498.0,Holiday Mazda,(855) 294-9011,4.9,96.0,14776.0,67,Brilliant Black,Black,8-Speed Automatic,AWD,WA1M2AFP5HA078716,2734,Used 2017 Audi Q5 2.0 TFSI Premium Plus,Audi,Q5,2017.0,38498.0,14776.0,Brilliant Black,Black,Holiday Automotive,(877) 860-9048,,,2819
2013 Audi TT 2.0T Premium Plus,2013,Audi,Black,27996.0,Marengo Auto Group,(815) 572-4336,5.0,20.0,19266.0,68,Black,Black,6-SPEED A/T,All Wheel Drive,TRUSFAFK3D1000702,2735,2013 Audi TT 2.0T Roadster quattro S tronic,Audi,TT,2013.0,27996.0,19266.0,Black,Leather,Marengo Auto Group,866-387-6926,Automated Manual,All Wheel Drive,2808
2017 Audi Q5 2.0T Premium quattro,2017,Audi,Black,32996.0,Russ Darrow Mazda,(414) 269-8762,4.7,433.0,20855.0,68,Brilliant Black,Black,8-Speed Automatic,AWD,WA1C2AFP7HA095772,2736,Used 2017 Audi Q5 2.0T Premium Quattro,Audi,Q5,2017.0,32996.0,20855.0,Brilliant Black,Black,Russ Darrow Kia,888-356-1417,,All Wheel Drive,2549
2012 Audi Q5 2.0T Premium Plus quattro,2012,Audi,Black,16911.0,Ewald Chrysler Jeep Dodge RAM,(414) 377-4903,4.8,337.0,82725.0,68,Black,,8-Speed Automatic,AWD,WA1LFAFP9CA138831,2737,2012 Audi Q5 2.0T Premium Plus 4WD Sport Utility Vehicles,Audi,Q5,2012.0,16911.0,82725.0,Black,,Ewald Chrysler Jeep Dodge RAM,414-427-2000,Automatic,All Wheel Drive,2826
2015 Audi A7 3.0T Premium Plus quattro,2015,Audi,Black,37435.0,International Autos,(414) 269-8729,3.8,56.0,49532.0,68,Mythos Black Metallic,Black,8-Speed Automatic,AWD,WAUWGAFC5FN007063,2739,2015 Audi A7 3.0T Sedan,Audi,A7,2015.0,37435.0,49532.0,Phantom black pearl,Black,International Alfa Romeo,,Automatic,All Wheel Drive,2641
2017 Audi Q5 2.0T Premium quattro,2017,Audi,White,36000.0,International Autos,(414) 939-8502,3.8,56.0,4875.0,68,Ibis White,Black,8-Speed Automatic,AWD,WA1C2AFP8HA054700,2740,2017 Audi Q5 2.0T Premium SUV,Audi,Q5,2017.0,36000.0,4875.0,Ibis white,Black,International Alfa Romeo,,,All Wheel Drive,2634
2017 Audi A4 2.0T Premium quattro,2017,Audi,White,33967.0,Audi North Shore,(414) 375-2104,3.5,14.0,4323.0,72,Ibis White,Nougat Brown / Black,7-Speed Automatic with Auto-Shift,AWD,WAUANAF47HN008498,2744,2017 Audi A4 2.0T Premium Sedan,Audi,A4,2017.0,33967.0,4323.0,Ibis white,Nougat brown / Black,INTERNATIONAL AUTOS GROUP,414-543-3000,Automatic,All Wheel Drive,2738
2017 Audi A4 2.0T Premium quattro,2017,Audi,White,34967.0,Audi North Shore,(414) 375-2104,3.5,14.0,4959.0,72,Ibis White,Black,7-Speed Automatic with Auto-Shift,AWD,WAUANAF48HN009658,2745,2017 Audi A4 2.0T Premium Sedan,Audi,A4,2017.0,34967.0,4959.0,Ibis white,Black,INTERNATIONAL AUTOS GROUP,414-543-3000,Automatic,All Wheel Drive,2748
2011 Audi S4 3.0 Premium Plus,2011,Audi,Gray,18699.0,Heiser Ford Lincoln,(414) 375-4242,5.0,664.0,89999.0,74,Quartz Gray Metallic,Black,7-Speed Automatic with Auto-Shift,AWD,WAUKGAFL3BA009300,2747,2011 Audi S4 Prestige,Audi,S4,2011.0,18699.0,89999.0,Quartz Gray Metallic,Black w/Leather/Alcantara Seat Trim or Silk Nappa,Heiser Chevrolet Cadillac of West Bend,888-417-1323 866-752-7864,Automated Manual,All Wheel Drive,2677
2015 Audi Q5 2.0T Premium Plus quattro,2015,Audi,Silver,31500.0,Lexus of Milwaukee,(414) 973-2600,5.0,9.0,15758.0,74,Florett Silver Metallic,Black,8-Speed Automatic,AWD,WA1LFAFP1FA078435,2748,2015 Audi Q5,Audi,Q5,2015.0,31500.0,15758.0,Florett silver metallic,BLACK,Lexus of Milwaukee,(414) 386-1368,Automatic,All Wheel Drive,2838
2013 Audi Q7 3.0 TDI Premium,2013,Audi,Black,31633.0,Porsche Milwaukee North,(888) 481-5925,,,24232.0,74,Black,Black,8-Speed Automatic,AWD,WA1LMAFE1DD000897,2749,Pre-Owned 2013 Audi Q7 3.0 TDI Premium Stock:KDD000897,Audi,Q7,2013.0,31633.0,24232.0,Black,Black,Volkswagen of Milwaukee North,(888) 336-6441,Automatic,All Wheel Drive,2830
2012 Audi S4 3.0 Premium Plus,2012,Audi,Black,23953.0,Porsche Milwaukee North,(888) 481-5925,,,55721.0,74,Brilliant Black,Black / Red,7-Speed Automatic with Auto-Shift,AWD,WAUBGAFL7CA017613,2750,2012 Audi S4 3.0 Premium Plus Sedan,Audi,S4,2012.0,23953.0,55721.0,Brilliant Black,BLACK,Umansky Motor Cars,877-650-2166,Automated Manual,All Wheel Drive,2837
2014 Audi RS 5 4.2,2014,Audi,Gray,42740.0,Porsche Milwaukee North,(888) 481-5925,,,44824.0,74,Daytona Gray Pearl,Black,7-Speed Automatic with Auto-Shift,AWD,WUAC6AFR4EA901108,2751,Pre-Owned 2014 Audi RS 5 4.2 Stock:HV667863C,Audi,RS 5,2014.0,42740.0,44823.0,,Black,Volkswagen of Milwaukee North,(888) 336-6441,Automated Manual,All Wheel Drive,2833
2014 Audi Q5 Premium Plus,2014,Audi,Black,27995.0,"AutoSource Motors, Inc.",(414) 455-6995,4.9,162.0,39580.0,76,Brilliant Black,Black,8-SPEED A/T,All Wheel Drive,WA1CMAFP4EA065828,2752,2014 Audi Q5 TDI PREMIUM PLUS SUV,Audi,Q5,2014.0,27995.0,39580.0,Brilliant Black,Black,Autosource Motors Inc.,888-784-8893,Automatic,All Wheel Drive,2852
2014 Audi Q7 3.0L TDI Premium Plus,2014,Audi,Silver,30998.0,"AutoSource Motors, Inc.",(414) 455-6995,4.9,162.0,29869.0,76,Ice Silver Metallic,Black,8-SPEED A/T,All Wheel Drive,WA1LMAFE6ED011671,2753,2014 Audi Q7 TDI PREMIUM PLUS SUV,Audi,Q7,2014.0,30998.0,29869.0,Ice Silver Metallic,Black,Autosource Motors Inc.,888-784-8893,Automatic,All Wheel Drive,2846
2015 Audi A6 3.0L TDI Premium Plus,2015,Audi,Gray,35998.0,"AutoSource Motors, Inc.",(414) 455-6995,4.9,162.0,14530.0,76,Oolong Gray Metallic,Black,8-SPEED A/T,All Wheel Drive,WAUFMBFC2FN031335,2754,2015 Audi A6 4dr Sedan quattro 3.0L TDI Premium Plus,Audi,A6,2015.0,35998.0,14530.0,Oolong Gray Metallic,Black,Autosource Motors Inc.,888-784-8893,Automatic,All Wheel Drive,2861
2015 Audi A3 2.0T Premium,2015,Audi,Silver,19999.0,"AutoSource Motors, Inc.",(414) 455-6995,4.9,162.0,22174.0,76,Ice Silver Metallic,Black,6-SPEED A/T,All Wheel Drive,WAUBFGFF8F1011825,2755,2015 Audi A3 4dr Sedan quattro 2.0T Premium,Audi,A3,2015.0,19999.0,22174.0,Ice Silver Metallic,Black,Autosource Motors Inc.,888-784-8893,,,2862
2014 Audi A8 L 3.0 TDI,2014,Audi,Black,33998.0,"AutoSource Motors, Inc.",(414) 455-6995,4.9,162.0,59788.0,76,Phantom Black Pearl Effect,Black,8-SPEED A/T,All Wheel Drive,WAURMAFD8EN001027,2756,2014 Audi A8 L TDI PREMIUM SEDAN,Audi,A8,2014.0,33998.0,59788.0,Phantom Black Pearl Effect,Black,Autosource Motors Inc.,888-784-8893,Automatic,All Wheel Drive,2857
2013 Audi Q7 3.0L TDI Premium Plus,2013,Audi,Black,26995.0,"AutoSource Motors, Inc.",(414) 455-6995,4.9,162.0,52917.0,76,Orca Black Metallic,Cardamom,8-SPEED A/T,All Wheel Drive,WA1LMAFE8DD006454,2757,2013 Audi Q7 quattro 4dr 3.0L TDI Premium Plus SUV,Audi,Q7,2013.0,26995.0,52917.0,Orca Black Metallic,Cardamom,Autosource Motors Inc.,888-784-8893,Automatic,All Wheel Drive,2871
2010 Audi S5 Prestige,2010,Audi,Black,19995.0,"AutoSource Motors, Inc.",(414) 455-6995,4.9,162.0,48138.0,76,Brilliant Black,Black,7-SPEED A/T,All Wheel Drive,WAUVGAFH8AN010779,2758,2010 Audi S5 Cabriolet 2dr Cabriolet Prestige Convertible,Audi,S5,2010.0,19995.0,48138.0,Brilliant Black,Black,Autosource Motors Inc.,888-784-8893,Automated Manual,All Wheel Drive,2866
2015 Audi Q5 Premium Plus,2015,Audi,Blue,28995.0,"AutoSource Motors, Inc.",(414) 455-6995,4.9,162.0,39269.0,76,Moonlight Blue Metallic,Black,8-SPEED A/T,All Wheel Drive,WA1CMAFP3FA077731,2759,2015 Audi Q5 quattro 4dr 3.0L TDI Premium Plus SUV,Audi,Q5,2015.0,28995.0,39269.0,Moonlight Blue Metallic,Black,Autosource Motors Inc.,888-784-8893,Automatic,All Wheel Drive,2855
2015 Audi Q7 3.0L TDI Premium Plus,2015,Audi,Gray,33995.0,"AutoSource Motors, Inc.",(414) 455-6995,4.9,162.0,31556.0,76,Graphite Gray Metallic,Black,8-SPEED A/T,All Wheel Drive,WA1LMAFE3FD021737,2760,2015 Audi Q7 quattro 4dr 3.0L TDI Premium Plus SUV,Audi,Q7,2015.0,33995.0,31556.0,Graphite Gray Metallic,Black,Autosource Motors Inc.,888-784-8893,Automatic,All Wheel Drive,2854
2011 Audi A6 3.0T Prestige,2011,Audi,Blue,14588.0,"AutoSource Motors, Inc.",(414) 455-6995,4.9,162.0,77614.0,76,Night Blue Pearl,Cardamom Beige,6-SPEED A/T,All Wheel Drive,WAUKGAFB9BN063894,2761,2011 Audi A6 4dr Sedan quattro 3.0T Prestige,Audi,A6,2011.0,14588.0,77614.0,Night Blue Pearl,Cardamom Beige,Autosource Motors Inc.,888-784-8893,Automatic,All Wheel Drive,2858
2008 Audi A4 2.0T quattro,2008,Audi,Blue,6999.0,Gateway Motors,(414) 208-4991,4.9,52.0,101862.0,77,Blue,,6-Speed Automatic,AWD,WAUDF78E88A094639,2762,2008 Audi A4 2.0T quattro with Tiptronic 6-Speed Automatic,Audi,A4,2008.0,6999.0,101862.0,Blue,,Gateway Motors,(414) 208-1777,Automatic,All Wheel Drive,2879
2014 Audi S7 Prestige,2014,Audi,Black,36900.0,MSI Auto Sales,(608) 478-2670,3.9,12.0,84938.0,6,Black,Black,7-SPEED A/T,All Wheel Drive,WAUW2AFC9EN038958,2790,2014 Audi S7 4.0T Prestige quattro Tiptronic,Audi,S7,2014.0,36900.0,84938.0,Black,Leather,MSI Auto Sales,608-833-3012,Automated Manual,All Wheel Drive,2534
2016 Audi A5 2.0T Premium Plus quattro,2016,Audi,Red,37800.0,Schoepp Motors West,(608) 729-3822,4.8,1543.0,9508.0,6,Red,,8-Speed Automatic,AWD,WAUM2AFH5GN002237,2791,2016 Audi A5 Premium Plus,Audi,A5,2016.0,37800.0,9508.0,RED,,Schoepp Motors West,,Automatic,All Wheel Drive,2529
2015 Audi A3 1.8T Premium,2015,Audi,White,21995.0,Schoepp Motors West,(608) 729-3822,4.8,1543.0,13862.0,6,White,,6-Speed Automatic with Auto-Shift,FWD,WAUACHFF5F1110063,2792,2015 Audi A3 1.8T Premium,Audi,A3,2015.0,21995.0,13862.0,WHITE,,Schoepp Motors West,,Automated Manual,Front Wheel Drive,2531
2012 Audi A4 2.0T Premium,2012,Audi,Silver,15997.0,Metro Kia of Madison,(608) 318-4022,4.6,24.0,80630.0,7,Silver,,8-SPEED A/T,All Wheel Drive,WAUBFAFL5CN005214,2793,2012 Audi A4 2.0T Premium,Audi,A4,2012.0,15997.0,80630.0,Silver,,Metro Kia of Madison,(608) 443-5700,Automatic,All Wheel Drive,2553
2013 Audi S5 3.0T Premium Plus quattro,2013,Audi,Silver,34500.0,Kunes Country Chevrolet Cadillac of Delavan,(262) 586-4283,4.7,720.0,48768.0,49,Silver,Black,7-Speed Automatic with Auto-Shift,AWD,WAUVGAFH3DN009222,2794,2013 Audi S5 3.0T Premium Plus quattro,Audi,S5,2013.0,34500.0,48768.0,Silver,Black w/ Gray,Kunes Country Ford Lincoln,888-446-6028 888-439-7059,Automated Manual,All Wheel Drive,2571
2015 Audi Q7 3.0T S Line Prestige,2015,Audi,Gray,35750.0,Napleton Autowerks Loves Park,(888) 231-8946,4.9,522.0,45164.0,55,Gray,,8-Speed Automatic,AWD,WA1DGAFE9FD003237,2796,2015 Audi Q7 3.0T S line Prestige (Tiptronic) SUV,Audi,Q7,2015.0,35750.0,45164.0,Daytona gray pearl,BLACK,"Napleton's Autowerks, Inc.",877-441-8782,Automatic,All Wheel Drive,2580
2018 Audi A6 2.0T Premium quattro,2018,Audi,Gray,39995.0,Ubersox Auto Group,(888) 606-5696,3.9,40.0,16175.0,57,Tornado Gray Metallic,Black,8-Speed Automatic,AWD,WAUF8AFC8JN017012,2809,2018 Audi A6 4d Sedan 2.0T Quattro Sport,Audi,A6,2018.0,39995.0,16175.0,BRILLIANT BLACK,,Ubersox Used Car Super Store,,,All Wheel Drive,2565
2014 Audi A6 3.0 TDI Premium Plus quattro,2014,Audi,Black,29817.0,Fields Jaguar Land Rover Volvo Waukesha,(262) 229-4393,4.6,57.0,51336.0,60,Black,Black,8-Speed Automatic,AWD,WAUHMAFC0EN006709,2810,2014 Audi A6 3.0 Quattro TDI Premium Plus,Audi,A6,2014.0,29386.0,51336.0,Black,Black,Fields Jaguar Land Rover Volvo Madison,866-700-7434,Automatic,All Wheel Drive,2539
2015 Audi Q5 2.0T Premium quattro,2015,Audi,Black,25348.0,Fields Jaguar Land Rover Volvo Waukesha,(262) 229-4393,4.6,57.0,69199.0,60,Black,Black,8-Speed Automatic,AWD,WA1LFAFP8FA098875,2811,2015 Audi Q5 2.0T Quattro Premium,Audi,Q5,2015.0,25348.0,69199.0,Black,Black,Fields Jaguar Land Rover Volvo Madison,866-700-7434,Automatic,All Wheel Drive,2538
2015 Audi A3 1.8T Premium,2015,Audi,Black,17977.0,Russ Darrow Waukesha Mitsubishi,(262) 510-2858,4.8,323.0,35595.0,60,Phantom Black Pearl,Black,6-Speed Automatic with Auto-Shift,FWD,WAUACGFF1F1008589,2812,Used 2015 Audi A3 1.8T Premium,Audi,A3,2015.0,17977.0,35595.0,Phantom Black Pearl Effect,Black,Russ Darrow Kia,888-356-1417,Automated Manual,Front Wheel Drive,2540
2014 Audi Q7 3.0L TDI Prestige,2014,Audi,Black,38900.0,Midwest Highline,(815) 516-8789,,,44000.0,61,Charcoal,Black,8-SPEED A/T,All Wheel Drive,WA1WMAFE4ED008880,2813,,Audi,Q7,2014.0,38900.0,44000.0,Charcoal,Black,Midwest Highline,,Automatic,All Wheel Drive,2661
2013 Audi S6 Prestige,2013,Audi,Blue,38900.0,Midwest Highline,(815) 516-8789,,,32550.0,61,Moonlight Blue Metallic,Black,7-SPEED A/T,All Wheel Drive,WAUF2AFC3DN150492,2814,,Audi,S6,2013.0,38900.0,32550.0,Moonlight Blue Metallic,Black,Midwest Highline,,Automated Manual,All Wheel Drive,2662
2017 Audi Q5 Premium Plus,2017,Audi,Silver,38998.0,CarMax Waukesha,(262) 207-2339,,,6836.0,61,Silver,Brown,8-Speed Automatic w/OD,AWD,WA1L2AFP2HA059729,2815,2017 Audi Q5 Premium Plus,Audi,Q5,2017.0,38998.0,7000.0,Silver,Brown,Carmax Waukesha,262-207-6249,Automatic,All Wheel Drive,2620
2012 Audi A4 2.0T Prestige,2012,Audi,Black,16500.0,Midwest Highline,(815) 516-8789,,,77146.0,61,Black,Black,8-SPEED A/T,All Wheel Drive,WAUKFAFL4CN008654,2816,,Audi,A4,2012.0,16500.0,77146.0,Black,Black,Midwest Highline,,Automatic,All Wheel Drive,2664
2015 Audi A4 2.0T Premium Plus quattro,2015,Audi,Blue,22500.0,Lexus of Brookfield,(262) 510-0474,4.9,184.0,40163.0,62,Dark Blue,Black,8-Speed Automatic,AWD,WAUFFAFL5FN035920,2817,2015 Audi A4 2.0T Premium Plus,Audi,A4,2015.0,22500.0,40163.0,Dark Blue,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive,2666
2014 Audi A4 2.0T Premium quattro,2014,Audi,Black,21990.0,Hall Volkswagen Mazda,(888) 450-4176,4.6,56.0,22220.0,62,Black,Black,8-Speed Automatic,AWD,WAUBFAFL7EN045877,2818,2014 Audi A4 4DR SDN A4 PREMIUM,Audi,A4,2014.0,21990.0,22220.0,Black,Black,Volkswagen,(888) 441-0425,Automatic,All Wheel Drive,2672
2008 Audi A4 2.0T,2008,Audi,Black,6944.0,Russ Darrow Mazda of Milwaukee,(888) 364-8375,4.7,337.0,101184.0,67,Phantom Black Pearl,Black,6-Speed Automatic with Tiptronic,AWD,WAUDF78E38A018780,2820,Used 2008 Audi A4 2.0T,Audi,A4,2008.0,6944.0,101184.0,,,Russ Darrow Kia,888-356-1417,Automatic,All Wheel Drive,2547
1996 Audi A4 2.8 quattro,1996,Audi,Silver,1499.0,Russ Darrow Mazda of Milwaukee,(888) 364-8375,4.7,337.0,174554.0,67,Silver,Gray,5-Speed Manual,AWD,WAUEA88D1TA263831,2821,Used 1996 Audi A4 2.8 quattro,Audi,A4,1996.0,1499.0,174554.0,Silver,Gray,Russ Darrow Kia,888-356-1417,Manual,All Wheel Drive,2550
2015 Audi Q5 2.0T Premium,2015,Audi,Silver,29491.0,Lenz Truck Center,(920) 933-8265,4.8,1031.0,33906.0,67,Florett Silver Metallic,Black,8-Speed Automatic w/OD,AWD,WA1LFAFPXFA057390,2822,2015 Audi Q5 AWD Premium Plus: MOON-BENCH-LEATHER-CD PLAYER-AWD,Audi,Q5,2015.0,,33906.0,Silver,Black,Lenz Sales & Service,920-922-8818,Automatic,All Wheel Drive,2680
2017 Audi A3 2.0T Premium Plus,2017,Audi,Black,31757.0,International Autos,(414) 939-8502,3.8,56.0,8200.0,68,Brilliant Black,Black,6-Speed Automatic with Auto-Shift,AWD,WAUJ8GFF0H1005476,2824,2017 Audi A3 2.0T Premium Sedan,Audi,A3,2017.0,31757.0,8200.0,Brilliant black,Black,International Alfa Romeo,,,All Wheel Drive,2652
2015 Audi Q5 2.0T Premium Plus quattro,2015,Audi,Blue,28500.0,International Autos,(414) 269-8729,3.8,56.0,39570.0,68,Moonlight Blue Metallic,Pistachio Beige,8-Speed Automatic,AWD,WA1LFAFP6FA028744,2825,2015 Audi Q5 2.0T Premium (Tiptronic) SUV,Audi,Q5,2015.0,28500.0,39570.0,Moonlight blue metallic,Beige,International Alfa Romeo,,Automatic,All Wheel Drive,2632
2012 Audi Q5 2.0T Premium quattro,2012,Audi,Black,16500.0,International Autos,(414) 939-8502,3.8,56.0,89610.0,68,Brilliant Black,Black,8-Speed Automatic,AWD,WA1CFBFP9CA044308,2826,2012 Audi Q5 2.0T Premium Plus (Tiptronic) SUV,Audi,Q5,2012.0,16500.0,89610.0,Brilliant Black,Black,International Alfa Romeo,,Automatic,All Wheel Drive,2631
2012 Audi A4 2.0T Premium Plus quattro,2012,Audi,White,14792.0,International Autos,(414) 939-8502,3.8,56.0,88075.0,68,Glacier White Metallic,Cardamom Beige,8-Speed Automatic,AWD,WAUFFAFL8CA101492,2827,2012 Audi A4 2.0T Premium (Tiptronic) Sedan,Audi,A4,2012.0,14900.0,88075.0,Glacier White Metallic,Cardamom Beige,International Alfa Romeo,,Automatic,All Wheel Drive,2646
