name,VIN,make,model,year,price,miles,Exterior Color,Interior Color,Seller Name,Seller Phone,Transmission,Drivetrain,id
Used 2014 Mercedes-Benz M-Class ML 350 SUV,4JGDA5HB9EA366117,Mercedes-Benz,M-Class,2014.0,31970.0,39260.0,White,Black,Billion Chevrolet Buick GMC,563-519-3244,Automatic,All Wheel Drive,2461
2014 Mercedes-Benz M-Class ML 350 BlueTEC 4MATIC SUV All-wheel Drive,4JGDA2EB5EA300408,Mercedes-Benz,M-Class,2014.0,35997.0,27711.0,White,BLACK,Billion Toyota of Clinton,,Automatic,All Wheel Drive,2462
2012 Mercedes-Benz M-Class ML 550 4MATIC SUV 4x4,4JGDA7DB8CA058340,Mercedes-Benz,M-Class,2012.0,28611.0,51039.0,Steel Gray,BLACK,Billion Toyota of Clinton,,Automatic,All Wheel Drive,2463
2014 Mercedes-Benz M-Class ML 350 BlueTEC 4MATIC SUV All-wheel Drive,4JGDA2EB1EA339836,Mercedes-Benz,M-Class,2014.0,29975.0,47956.0,Lunar Blue,BLACK,Billion Toyota of Clinton,,Automatic,All Wheel Drive,2464
2011 Mercedes-Benz M-Class ML 350 4MATIC SUV All-wheel Drive,4JGBB8GB7BA679119,Mercedes-Benz,M-Class,2011.0,19999.0,56050.0,Steel Gray,BLACK,Billion Toyota of Clinton,,Automatic,All Wheel Drive,2465
2012 Mercedes-Benz M-Class ML 350 4MATIC SUV All-wheel Drive,4JGDA5HB6CA015890,Mercedes-Benz,M-Class,2012.0,21997.0,56103.0,White,BLACK,Billion Toyota of Clinton,,Automatic,All Wheel Drive,2466
2012 Mercedes-Benz M-Class ML 350 4MATIC SUV All-wheel Drive,4JGDA5HB9CA002115,Mercedes-Benz,M-Class,2012.0,18999.0,60553.0,Silver,GREY/BLACK,Billion Toyota of Clinton,,Automatic,All Wheel Drive,2467
2013 Mercedes-Benz M-Class ML 350 4MATIC SUV 4x4,4JGDA5HBXDA209632,Mercedes-Benz,M-Class,2013.0,21880.0,73416.0,White,ALMOND BEIGE,Billion Toyota of Clinton,,Automatic,All Wheel Drive,2468
2015 Mercedes-Benz M-Class ML 350 4MATIC SUV All-wheel Drive,4JGDA5HB2FA475455,Mercedes-Benz,M-Class,2015.0,34999.0,28771.0,Silver,BLACK,Billion Toyota of Clinton,,Automatic,All Wheel Drive,2469
2009 Mercedes-Benz M-Class Base SUV 4x4,4JGBB86E79A479248,Mercedes-Benz,M-Class,2009.0,14975.0,92305.0,Gray,CASHMERE,Billion Toyota of Clinton,,Automatic,All Wheel Drive,2470
2016 Mercedes-Benz GLE 350 4MATIC SUV All-wheel Drive,4JGDA5HB5GA710688,Mercedes-Benz,GLE-Class,2016.0,42773.0,14776.0,White,BLACK,Billion Toyota of Clinton,,Automatic,All Wheel Drive,2471
2014 Mercedes-Benz GLK 350 4MATIC SUV All-wheel Drive,WDCGG8JBXEG175969,Mercedes-Benz,GLK-Class,2014.0,26999.0,33921.0,Silver,BLACK,Billion Toyota of Clinton,,Automatic,All Wheel Drive,2472
2016 Mercedes-Benz GLC 300 4MATIC SUV All-wheel Drive,WDC0G4KB1GF057634,Mercedes-Benz,GLC-Class,2016.0,37969.0,48133.0,White,ESPRESSO BROWN/BLACK,Billion Toyota of Clinton,,Automatic,All Wheel Drive,2473
2014 Mercedes-Benz GL-Class GL 450 4MATIC SUV All-wheel Drive,4JGDF7CE2EA402115,Mercedes-Benz,GL-Class,2014.0,29977.0,87394.0,Steel Gray,BLACK,Billion Toyota of Clinton,,Automatic,All Wheel Drive,2474
2015 Mercedes-Benz GL-Class GL 450 4MATIC SUV All-wheel Drive,4JGDF6EE7FA485971,Mercedes-Benz,GL-Class,2015.0,39969.0,33494.0,Silver,BLACK,Billion Toyota of Clinton,,Automatic,All Wheel Drive,2475
2009 Mercedes-Benz GL-Class Base SUV All-wheel Drive,4JGBF86E39A442069,Mercedes-Benz,GL-Class,2009.0,19999.0,92300.0,Black,BLACK,Billion Toyota of Clinton,,Automatic,All Wheel Drive,2476
2011 Mercedes-Benz E-Class E 350 Sedan Rear-wheel Drive,WDDHF5GB4BA271863,Mercedes-Benz,E-Class,2011.0,18469.0,53463.0,Silver,ASH/BLACK,Billion Toyota of Clinton,,Automatic,Rear Wheel Drive,2477
2015 Mercedes-Benz GLK-Class GLK 350-AWD SUV 24-Valve DOHC V6 Engine,WDCGG8JB9FG431617,Mercedes-Benz,GLK-Class,2015.0,,38265.0,Black,BLACK,Dick Brantmeier Ford Inc,920-458-6111,Automatic,All Wheel Drive,2478
2011 Mercedes-Benz E-Class E 550,WDDHF9AB0BA453074,Mercedes-Benz,E-Class,2011.0,19398.0,74856.0,Obsidian Black Metallic,Black,Arlington Acura in Palatine,866-231-0455 866-892-7510,Automatic,All Wheel Drive,2479
2007 Mercedes-Benz S-Class S550 4MATIC,WDDNG86X77A141663,Mercedes-Benz,S-Class,2007.0,12995.0,124809.0,Silver,Leather,Car City Inc,866-901-0639,Automatic,All Wheel Drive,2480
2012 Mercedes-Benz C-Class C 300,WDDGF8BB0CR202384,Mercedes-Benz,C-Class,2012.0,15198.0,65402.0,Steel Gray Metallic,Black,Arlington Acura in Palatine,866-231-0455 866-892-7510,Automatic,All Wheel Drive,2481
2011 Mercedes-Benz M-Class ML350 4MATIC ONE OWNER SUV,4JGBB8GBXBA681902,Mercedes-Benz,M-Class,2011.0,14300.0,95862.0,Black,Leather,Car City Inc,866-901-0639,Automatic,All Wheel Drive,2482
2009 Mercedes-Benz GL-Class GL450 4MATIC,4JGBF71E49A472859,Mercedes-Benz,GL-Class,2009.0,15990.0,87429.0,Black,Leather,Car City Inc,866-901-0639,Automatic,All Wheel Drive,2483
2007 Mercedes-Benz C-Class C280 Luxury Sedan 4Matic,WDBRF92H37F892599,Mercedes-Benz,C-Class,2007.0,6300.0,105971.0,Silver,Leather,Car City Inc,866-901-0639,Automatic,All Wheel Drive,2484
2006 Mercedes-Benz M-Class ML350,4JGBB86E36A113721,Mercedes-Benz,M-Class,2006.0,8900.0,115617.0,Gray,Leather,Car City Inc,866-901-0639,Automatic,All Wheel Drive,2485
2006 Mercedes-Benz M-Class ML 500,4JGBB75E76A023418,Mercedes-Benz,M-Class,2006.0,8998.0,119771.0,,Black,Arlington Acura in Palatine,866-231-0455 866-892-7510,Automatic,All Wheel Drive,2486
2008 Mercedes-Benz M-Class ML350,4JGBB86E38A436220,Mercedes-Benz,M-Class,2008.0,10900.0,98847.0,Copper,Leather,Car City Inc,866-901-0639,Automatic,All Wheel Drive,2487
2008 Mercedes-Benz M-Class ML320 CDI,4JGBB22E68A319962,Mercedes-Benz,M-Class,2008.0,11990.0,120999.0,Silver,Leather,Car City Inc,866-901-0639,Automatic,All Wheel Drive,2488
2009 Mercedes-Benz GL-Class GL450 4MATIC,4JGBF71E39A480483,Mercedes-Benz,GL-Class,2009.0,12000.0,139395.0,White,Leather,Car City Inc,866-901-0639,Automatic,All Wheel Drive,2489
2009 Mercedes-Benz S-Class 6.3L V8 AMG,WDDNG77X39A248818,Mercedes-Benz,S-Class,2009.0,31586.0,41500.0,BLACK,,Arlington Toyota,847-394-5100,Automatic,Rear Wheel Drive,2490
2016 Mercedes-Benz CLA CLA 250,WDDSJ4GB6GN346724,Mercedes-Benz,CLA-Class,2016.0,24999.0,28539.0,BLACK,,Arlington Toyota,847-394-5100,Automated Manual,All Wheel Drive,2491
2014 Mercedes-Benz S-Class S 550 4MATIC Sedan,WDDUG8FB5EA058584,Mercedes-Benz,S-Class,2014.0,48883.0,44014.0,Iridium Silver Metallic,BLACK,Grossinger Hyundai Palatine,(847) 348-6700,Automatic,All Wheel Drive,2492
2007 Mercedes-Benz C-Class,WDBRF87H97F841580,Mercedes-Benz,C-Class,2007.0,6250.0,111000.0,Silver,Leatherette,Supreme Carriage LLC,(847) 260-9630,Automatic,All Wheel Drive,2493
2008 Mercedes-Benz C-Class C300 Sport Sedan,WDDGF81X58F141782,Mercedes-Benz,C-Class,2008.0,9950.0,103000.0,Silver,Leather,Supreme Carriage LLC,(847) 260-9630,Automatic,All Wheel Drive,2494
2008 Mercedes-Benz C-Class C300 Sport Sedan,WDDGF81X28F189577,Mercedes-Benz,C-Class,2008.0,11450.0,84000.0,Black,Leather,Supreme Carriage LLC,(847) 260-9630,Automatic,All Wheel Drive,2495
2008 Mercedes-Benz C-Class C300 Sport Sedan,WDDGF54X08F067150,Mercedes-Benz,C-Class,2008.0,10950.0,94000.0,Silver,Leatherette,Supreme Carriage LLC,(847) 260-9630,Automatic,Rear Wheel Drive,2496
2009 Mercedes-Benz C-Class C300 4MATIC Luxury Sedan,WDDGF81X69F219861,Mercedes-Benz,C-Class,2009.0,11500.0,94000.0,Black,Leatherette,Supreme Carriage LLC,(847) 260-9630,Automatic,All Wheel Drive,2497
2009 Mercedes-Benz C-Class C300 4MATIC Sport Sedan,WDDGF81X79F218217,Mercedes-Benz,C-Class,2009.0,8950.0,103500.0,Black,Leatherette,Supreme Carriage LLC,(847) 260-9630,Automatic,All Wheel Drive,2498
2009 Mercedes-Benz C-Class C300 4MATIC Luxury Sedan,WDDGF81X19R041663,Mercedes-Benz,C-Class,2009.0,11950.0,75000.0,Black,Leather,Supreme Carriage LLC,(847) 260-9630,Automatic,All Wheel Drive,2499
2012 Mercedes-Benz C-Class C300 4MATIC Luxury Sedan,WDDGF8BB3CR235105,Mercedes-Benz,C-Class,2012.0,17250.0,47000.0,Dark Blue,Leather,Supreme Carriage LLC,(847) 260-9630,Automatic,All Wheel Drive,2500
2004 Mercedes-Benz E-Class 4dr Sdn 3.2L,WDBUF65JX4A470765,Mercedes-Benz,E-Class,2004.0,5995.0,85000.0,,Gray,Auto Alliance,,Automatic,Rear Wheel Drive,2501
2017 Audi Q3 2.0T Premium SUV,WA1BCCFS6HR015081,Audi,Q3,2017.0,24995.0,17171.0,Cortina White,ROCK GRAY,Kayser Nissan,866-752-3695,Automatic,Front Wheel Drive,2502
2017 Audi Q3 2.0T Premium SUV,WA1ECCFS7HR015748,Audi,Q3,2017.0,27385.0,22498.0,Brilliant black,BLACK,Kayser Nissan,866-752-3695,Automatic,All Wheel Drive,2503
2017 Audi Q3 2.0T Premium SUV,WA1ECCFS4HR015934,Audi,Q3,2017.0,26449.0,21894.0,Brilliant black,BLACK,Kayser Nissan,866-752-3695,Automatic,All Wheel Drive,2504
2006 Audi A6 3.2 Sedan,WAUDH74F36N132034,Audi,A6,2006.0,8479.0,105855.0,Light Silver,BEIGE,Kayser Nissan,866-752-3695,Automatic,All Wheel Drive,2505
2012 Audi A5 2dr Cpe Auto quattro 2.0T Premium P Car,WAULFAFR7CA003657,Audi,A5,2012.0,15200.0,89942.0,Monsoon Gray Metallic,BLACK,Zimbrick Audi,(608) 258-4000,Automatic,All Wheel Drive,2506
2017 Audi A4 2.0 TFSI Auto Premium quattro AWD Car,WAUANAF43HN020955,Audi,A4,2017.0,36700.0,6876.0,Florett Silver Metallic,BLACK,Zimbrick Audi,(608) 258-4000,Automatic,All Wheel Drive,2507
2018 Audi Q3 2.0 TFSI Premium Plus quattro AWD Sport Utility,WA1JCCFS9JR008269,Audi,Q3,2018.0,35400.0,4458.0,Brilliant Black,CHESTNUT BROWN,Zimbrick Audi,(608) 258-4000,,All Wheel Drive,2508
2016 Audi Q5 quattro 4dr 2.0T Premium Plus Sport Utility,WA1L2AFP4GA004035,Audi,Q5,2016.0,34100.0,26376.0,Brilliant Black,BLACK,Zimbrick Audi,(608) 258-4000,Automatic,All Wheel Drive,2509
2017 Audi A3 2.0 TFSI Premium Plus quattro AWD Car,WAUJ8GFF7H1028981,Audi,A3,2017.0,32000.0,5238.0,Mythos Black Metallic,CHESTNUT BROWN,Zimbrick Audi,(608) 258-4000,,All Wheel Drive,2510
2016 Audi Q5 quattro 4dr 2.0T Premium Plus Sport Utility,WA1L2AFP3GA004009,Audi,Q5,2016.0,31400.0,44444.0,Brilliant Black,BLACK,Zimbrick Audi,(608) 258-4000,Automatic,All Wheel Drive,2511
2017 Audi A3 2.0 TFSI Premium Plus quattro AWD Car,WAUJ8GFF9H1045958,Audi,A3,2017.0,30800.0,13858.0,Brilliant Black,ROCK GRAY,Zimbrick Audi,(608) 258-4000,,All Wheel Drive,2512
2014 Audi A6 4dr Sdn quattro 3.0T Prestige Car,WAUHGAFCXEN017093,Audi,A6,2014.0,28300.0,47337.0,Glacier White Metallic,BLACK,Zimbrick Audi,(608) 258-4000,Automatic,All Wheel Drive,2513
2015 Audi A6 4dr Sdn quattro 2.0T Premium Plus Car,WAUGFAFC9FN027405,Audi,A6,2015.0,28000.0,31572.0,Brilliant Black,BLACK,Zimbrick Audi,(608) 258-4000,Automatic,All Wheel Drive,2514
2015 Audi A6 4dr Sdn quattro 2.0T Premium Plus Car,WAUGFAFC3FN004556,Audi,A6,2015.0,27000.0,39514.0,Quartz Gray Metallic,BLACK,Zimbrick Audi,(608) 258-4000,Automatic,All Wheel Drive,2515
2014 Audi TT 2dr Roadster S tronic quattro 2.0T Convertible,TRUSFAFK5E1008480,Audi,TT,2014.0,25000.0,61734.0,ICE Silver Metallic Black Roof,MAGMA RED,Zimbrick Audi,(608) 258-4000,Automated Manual,All Wheel Drive,2516
2013 Audi A6 4dr Sdn quattro 3.0T Prestige Car,WAUHGAFC6DN150190,Audi,A6,2013.0,24300.0,50449.0,Ibis White,BLACK,Zimbrick Audi,(608) 258-4000,Automatic,All Wheel Drive,2517
2013 Audi allroad 4dr Wgn Premium Plus Station Wagon,WA1UFAFL7DA060634,Audi,allroad,2013.0,23800.0,56581.0,Moonlight Blue Metallic,BEIGE / BROWN,Zimbrick Audi,(608) 258-4000,Automatic,All Wheel Drive,2518
2015 Audi A4 4dr Sdn Auto quattro 2.0T Premium Car,WAUBFAFL2FN028356,Audi,A4,2015.0,23500.0,27784.0,Ibis White,CHESTNUT BROWN / BLACK,Zimbrick Audi,(608) 258-4000,Automatic,All Wheel Drive,2519
2015 Audi A4 4dr Sdn Auto quattro 2.0T Premium Car,WAUBFAFL8FN023467,Audi,A4,2015.0,22500.0,40969.0,Brilliant Black,BLACK,Zimbrick Audi,(608) 258-4000,Automatic,All Wheel Drive,2520
2015 Audi A3 4dr Sdn quattro 2.0T Premium Car,WAUBFGFF2F1093227,Audi,A3,2015.0,22500.0,23187.0,Brilliant Black,BLACK,Zimbrick Audi,(608) 258-4000,,,2521
2015 Audi A3 4dr Sdn FWD 1.8T Premium Car,WAUACGFFXF1063025,Audi,A3,2015.0,20200.0,21585.0,Scuba Blue Metallic,BLACK,Zimbrick Audi,(608) 258-4000,Automated Manual,Front Wheel Drive,2522
2015 Audi A6 4dr Sdn quattro 3.0T Premium Plus,WAUFGAFC7FN028982,Audi,A6,2015.0,31900.0,28164.0,Phantom Black Pearl Effect,Black,Zimbrick Inc,608-620-7188,Automatic,All Wheel Drive,2523
2017 Audi A4 2.0 TFSI Auto Season of Audi Premiu,WAUDNAF45HN046972,Audi,A4,2017.0,31400.0,2769.0,Manhattan Gray Metallic,Atlas Beige/Gray,Zimbrick Inc,608-620-7188,,All Wheel Drive,2524
2015 Audi A6 4dr Sdn quattro 3.0T Premium Plus,WAUFGAFC4FN017146,Audi,A6,2015.0,30989.0,29591.0,Oolong Gray Metallic,Black,Zimbrick Inc,608-620-7188,Automatic,All Wheel Drive,2525
2014 Audi A6 4dr Sdn quattro 2.0T Premium Plus,WAUGFAFCXEN120108,Audi,A6,2014.0,25889.0,20324.0,Oolong Gray Metallic,Black,Zimbrick Inc,608-620-7188,Automatic,All Wheel Drive,2526
2015 Audi Q5 quattro 4dr 2.0T Premium Plus,WA1LFAFP1FA109697,Audi,Q5,2015.0,25500.0,41555.0,GRAY,,Zimbrick Inc,608-620-7188,Automatic,All Wheel Drive,2527
2010 Audi Q5 Premium Plus,WA1LKAFP9AA029326,Audi,Q5,2010.0,19995.0,57587.0,Gray,,Schoepp Motors West,,Automatic,All Wheel Drive,2528
2016 Audi A5 Premium Plus,WAUM2AFH5GN002237,Audi,A5,2016.0,37800.0,9508.0,RED,,Schoepp Motors West,,Automatic,All Wheel Drive,2529
2008 Audi A4 2.0T,WAUAF48H98K000290,Audi,A4,2008.0,11995.0,76407.0,BLUE,,Schoepp Motors West,,Automatic,Front Wheel Drive,2530
2015 Audi A3 1.8T Premium,WAUACHFF5F1110063,Audi,A3,2015.0,21995.0,13862.0,WHITE,,Schoepp Motors West,,Automated Manual,Front Wheel Drive,2531
2016 Audi Q5,WA1L2AFPXGA004007,Audi,Q5,2016.0,32950.0,11808.0,Brilliant Black,Black,Lexus of Madison,877-510-3625 877-545-4105,Automatic,All Wheel Drive,2532
2015 Audi A6,WAUGFAFC1FN005723,Audi,A6,2015.0,27950.0,24665.0,BLACK,,Lexus of Madison,877-510-3625 877-545-4105,Automatic,All Wheel Drive,2533
2014 Audi S7 4.0T Prestige quattro Tiptronic,WAUW2AFC9EN038958,Audi,S7,2014.0,36900.0,84938.0,Black,Leather,MSI Auto Sales,608-833-3012,Automated Manual,All Wheel Drive,2534
2013 Audi Q5 2.0T Quattro Premium Plus,WA1LFAFPXDA043129,Audi,Q5,2013.0,22995.0,64041.0,Brilliant Black,,Fields Jaguar Land Rover Volvo Madison,866-700-7434,Automatic,All Wheel Drive,2535
2015 Audi Q3 2.0T Quattro Prestige,WA1GFCFS7FR007355,Audi,Q3,2015.0,26995.0,35431.0,Silver,,Fields Jaguar Land Rover Volvo Madison,866-700-7434,Automatic,All Wheel Drive,2536
2009 Audi A6 3.0T Quattro,WAUSG74F39N018310,Audi,A6,2009.0,,122397.0,Ibis White,,Fields Jaguar Land Rover Volvo Madison,866-700-7434,Automatic,All Wheel Drive,2537
2015 Audi Q5 2.0T Quattro Premium,WA1LFAFP8FA098875,Audi,Q5,2015.0,25348.0,69199.0,Black,Black,Fields Jaguar Land Rover Volvo Madison,866-700-7434,Automatic,All Wheel Drive,2538
2014 Audi A6 3.0 Quattro TDI Premium Plus,WAUHMAFC0EN006709,Audi,A6,2014.0,29386.0,51336.0,Black,Black,Fields Jaguar Land Rover Volvo Madison,866-700-7434,Automatic,All Wheel Drive,2539
Used 2015 Audi A3 1.8T Premium,WAUACGFF1F1008589,Audi,A3,2015.0,17977.0,35595.0,Phantom Black Pearl Effect,Black,Russ Darrow Kia,888-356-1417,Automated Manual,Front Wheel Drive,2540
Used 2011 Audi A5 2.0T Prestige Quattro,WAUVFAFR0BA056093,Audi,A5,2011.0,12998.0,103654.0,Silver,,Russ Darrow Kia,888-356-1417,Automatic,All Wheel Drive,2541
Used 2013 Audi Allroad 2.0T Premium Plus Quattro,WA1UFAFLXDA232302,Audi,allroad,2013.0,21791.0,52597.0,Ice Silver Metallic,Black,Russ Darrow Kia,888-356-1417,Automatic,All Wheel Drive,2542
Used 2014 Audi A4 2.0T Premium Quattro,WAUDFAFL2EN031457,Audi,A4,2014.0,21444.0,36340.0,Red,,Russ Darrow Kia,888-356-1417,Manual,All Wheel Drive,2543
Used 2008 Audi Q7 4.2 Premium quattro,WA1BV74L08D028421,Audi,Q7,2008.0,10365.0,165133.0,Ice Silver Metallic,Black,Russ Darrow Kia,888-356-1417,Automatic,All Wheel Drive,2544
Used 2017 Audi A4 2.0T Premium Quattro,WAUANAF45HN052791,Audi,A4,2017.0,29997.0,18568.0,White,Black,Russ Darrow Kia,888-356-1417,Automatic,All Wheel Drive,2545
Used 2015 Audi A4 2.0T Premium Plus Quattro,WAUFFAFL4FN004979,Audi,A4,2015.0,22759.0,41716.0,White,gray/black,Russ Darrow Kia,888-356-1417,Automatic,All Wheel Drive,2546
Used 2008 Audi A4 2.0T,WAUDF78E38A018780,Audi,A4,2008.0,6944.0,101184.0,,,Russ Darrow Kia,888-356-1417,Automatic,All Wheel Drive,2547
Used 2015 Audi A3 2.0T Premium Plus Quattro,WAUEFGFF9F1023009,Audi,A3,2015.0,19577.0,45209.0,Monsoon Gray Metallic,Titanium Gray,Russ Darrow Kia,888-356-1417,Automated Manual,All Wheel Drive,2548
Used 2017 Audi Q5 2.0T Premium Quattro,WA1C2AFP7HA095772,Audi,Q5,2017.0,32996.0,20855.0,Brilliant Black,Black,Russ Darrow Kia,888-356-1417,,All Wheel Drive,2549
Used 1996 Audi A4 2.8 quattro,WAUEA88D1TA263831,Audi,A4,1996.0,1499.0,174554.0,Silver,Gray,Russ Darrow Kia,888-356-1417,Manual,All Wheel Drive,2550
2012 Audi A4 Premium,WAUBFAFL8CN011895,Audi,A4,2012.0,17599.0,40000.0,Silver,Gray,Carmax Madison,608-286-3969,Automatic,All Wheel Drive,2551
2017 Audi A4 Premium,WAUANAF43HN050554,Audi,A4,2017.0,29500.0,16498.0,Cuvee Silver Metallic,Black,Smart Motors,866-489-6405 877-240-4548,Automatic,All Wheel Drive,2552
2012 Audi A4 2.0T Premium,WAUBFAFL5CN005214,Audi,A4,2012.0,15997.0,80630.0,Silver,,Metro Kia of Madison,(608) 443-5700,Automatic,All Wheel Drive,2553
2013 Audi S4,WAUBGAFL6DA188998,Audi,S4,2013.0,21900.0,28795.0,Black,,Auto Works,608-222-3119,Automated Manual,All Wheel Drive,2554
2014 Audi S5,WAUGGAFR0EA014050,Audi,S5,2014.0,28995.0,26254.0,Brilliant Black,,Auto Works,608-222-3119,Manual,All Wheel Drive,2555
2013 Audi TTS 2.0T Prestige,TRUK1AFK2D1001600,Audi,TTS,2013.0,28500.0,28449.0,Black,,Dane County Chrysler Dodge Jeep RAM,888-217-4833 888-708-8920,Automated Manual,All Wheel Drive,2556
Pre-Owned 2012 Audi Q5 2.0T Premium,WA1LFAFP8CA074393,Audi,Q5,2012.0,16510.0,81296.0,Silver,Black,Francois Sales & Service,608-424-3375,Automatic,All Wheel Drive,2557
2012 Audi A7 Sedan V-6 cyl,WAUSGAFC8CN001932,Audi,A7,2012.0,25700.0,73145.0,Ice Silver Metallic,BLACK,Evansville Ford,(608) 882-4700,Automatic,All Wheel Drive,2558
2013 Audi S4 3.0T quattro Premium Plus,WAUBGAFL6DA052130,Audi,S4,2013.0,21995.0,83984.0,Silver,,Monticello Ford - Mercury,763-295-2056,Automated Manual,All Wheel Drive,2559
2017 Audi Q5 2.0T Premium,WA1C2AFP9HA099371,Audi,Q5,2017.0,33859.0,28062.0,Moonlight blue metallic,TITANIUM GRAY / STEEL GRAY,Griffin Ford Lincoln,888-767-2763,,All Wheel Drive,2560
Used 2011 Audi A4 2.0T Premium,WAUBFAFL2BN008294,Audi,A4,2011.0,10488.0,108417.0,Meteor Gray Pearl Effect,Black W/leather Seating Surfaces,Burtness Chevrolet,608-879-2973,Automatic,All Wheel Drive,2561
2011 Audi R8 5.2,WUAVNAFG4BN001601,Audi,R8,2011.0,82495.0,45387.0,Ibis White/Black Roof,Black,Kearns Motor Car,920-674-6777,Automated Manual,All Wheel Drive,2562
2010 Audi Q5 3.2 Premium,WA1LKAFP9AA090014,Audi,Q5,2010.0,12989.0,120054.0,Blue,Cinnamon,Kearns Motor Car,920-674-6777,Automatic,All Wheel Drive,2563
2015 Audi R8 5.2,WUAVNAFG2F7001607,Audi,R8,2015.0,129989.0,10918.0,Mythos Black Metallic/Black Roof,Black,Kearns Motor Car,920-674-6777,Automated Manual,All Wheel Drive,2564
2018 Audi A6 4d Sedan 2.0T Quattro Sport,WAUF8AFC8JN017012,Audi,A6,2018.0,39995.0,16175.0,BRILLIANT BLACK,,Ubersox Used Car Super Store,,,All Wheel Drive,2565
2012 Audi Q5 2.0T Premium Plus quattro 2.0T Premium Plus,WA1LFAFP8CA129585,Audi,Q5,2012.0,17803.0,63613.0,Daytona Gray Pearl Effect,CARDAMOM,Bryden Motors Chrysler Dodge Jeep Ram,(877) 588-8766,Automatic,All Wheel Drive,2566
2011 Audi A5 2.0T Premium (Tiptronic) All-wheel Drive quattro,WAULFAFRXBA079369,Audi,A5,2011.0,11971.0,111460.0,Brilliant Black,TAN,Koenecke Ford Inc,888-629-2701,Automatic,All Wheel Drive,2567
2017 Audi A3 2.0T Premium Plus Sedan 4-Cylinder TFSI,WAUJ8GFF5H1039655,Audi,A3,2017.0,31500.0,4581.0,Ibis White Black Roof,BLACK,Van Horn Ford of Oconomowoc,,,All Wheel Drive,2568
2018 Audi Q5 2.0T Premium Plus SUV TFSI,WA1BNAFY8J2004536,Audi,Q5,2018.0,46398.0,3067.0,Mythos Black Metallic,BLACK,Van Horn Ford of Oconomowoc,,,All Wheel Drive,2569
2015 Audi Q7 3.0 TDI Premium quattro,WA1CMAFE4FD005532,Audi,Q7,2015.0,29850.0,91266.0,,Black,Kunes Country Ford Lincoln,888-446-6028 888-439-7059,Automatic,All Wheel Drive,2570
2013 Audi S5 3.0T Premium Plus quattro,WAUVGAFH3DN009222,Audi,S5,2013.0,34500.0,48768.0,Silver,Black w/ Gray,Kunes Country Ford Lincoln,888-446-6028 888-439-7059,Automated Manual,All Wheel Drive,2571
2007 Audi Q7 Premium,WA1BY74L37D045591,Audi,Q7,2007.0,12672.0,109492.0,Quartz Gray Metallic,Cardamom Beige,Kunes Country Ford Lincoln Inc.,(888) 440-2312,Automatic,All Wheel Drive,2572
2014 Audi Q7 3.0L TDI Premium Plus,WA1LMAFE5ED012326,Audi,Q7,2014.0,34896.0,57292.0,,,Kunes Country Ford Lincoln Inc.,(888) 440-2312,Automatic,All Wheel Drive,2573
2013 Audi A6 3.0T Prestige,WAUHGAFC8DN044999,Audi,A6,2013.0,19900.0,98268.0,,,Kunes Country Ford Lincoln Inc.,(888) 440-2312,Automatic,All Wheel Drive,2574
2014 Audi Q5 3.0T Quattro Prestige S-Line,WA1WGAFP2EA036137,Audi,Q5,2014.0,32950.0,42040.0,White,Leather,Champion Motorcars,888-744-1402,Automatic,All Wheel Drive,2575
2007 Audi A6 3.2 with Tiptronic,WAUDH74FX7N051372,Audi,A6,2007.0,8750.0,91847.0,Black,Leather,Champion Motorcars,888-744-1402,Automatic,All Wheel Drive,2576
2014 Audi A6,WAUGFAFC7EN119871,Audi,A6,2014.0,19499.0,76860.0,,,Speedway Auto Mall,877-256-9311,Automatic,All Wheel Drive,2577
Used 2013 Audi A3 Premium Plus,WAUKEAFM0DA030574,Audi,A3,2013.0,16250.0,60971.0,Lava Grey,,Anderson Toyota Lexus,866-619-2362 866-913-8078,Automated Manual,Front Wheel Drive,2578
2013 Audi Q5 2.0T Premium (Tiptronic) SUV,WA1CFAFPXDA067446,Audi,Q5,2013.0,19899.0,64985.0,Monsoon gray metallic,BLACK,"Napleton's Autowerks, Inc.",877-441-8782,Automatic,All Wheel Drive,2579
2015 Audi Q7 3.0T S line Prestige (Tiptronic) SUV,WA1DGAFE9FD003237,Audi,Q7,2015.0,35750.0,45164.0,Daytona gray pearl,BLACK,"Napleton's Autowerks, Inc.",877-441-8782,Automatic,All Wheel Drive,2580
2013 Audi Q7 3.0 TDI Premium (Tiptronic) SUV,WA1LMAFE9DD006432,Audi,Q7,2013.0,23999.0,93919.0,Grey,,"Napleton's Autowerks, Inc.",877-441-8782,Automatic,All Wheel Drive,2581
2014 Audi Q5 3.0 TDI SUV,WA1CMAFP6EA002729,Audi,Q5,2014.0,32750.0,21301.0,Maya brown metallic,BEIGE,"Napleton's Autowerks, Inc.",877-441-8782,Automatic,All Wheel Drive,2582
2014 Audi A8 L 3.0T (Tiptronic) Sedan,WAURGAFD4EN004952,Audi,A8,2014.0,41987.0,28334.0,Phantom black pearl,NOUGAT BROWN,"Napleton's Autowerks, Inc.",877-441-8782,Automatic,All Wheel Drive,2583
2014 Audi A6 3.0 TDI Sedan,WAUHMAFC9EN082042,Audi,A6,2014.0,23999.0,80493.0,Brilliant black,BLACK,"Napleton's Autowerks, Inc.",877-441-8782,Automatic,All Wheel Drive,2584
