_id,ltable_vin,rtable_vin,ltable_name,ltable_year,ltable_maker,ltable_price,ltable_seller_phone,ltable_seller_name,ltable_miles,ltable_exterior_color,ltable_interior_color,rtable_name,rtable_year,rtable_maker,rtable_price,rtable_seller_phone,rtable_seller_name,rtable_miles,rtable_exterior_color,rtable_interior_color,label
36668,WBAPK7C54BA969819,WBAKF3C58BE442589,2011 BMW 328 i xDrive,2011,BMW,11995.0,(414) 219-1011,Classic Motorcars,83848.0,Black Sapphire Metallic,OYSTER/BLACK,2011 BMW 328i xDrive Coupe,2011.0,BMW,12000.0,888-258-1784 888-258-6303,Concours BMW,82290.0,Jet Black,BLACK,0
36710,2T2HK31U58C063673,2T2HK31U58C063673,2008 Lexus RX 350,2008,Lexus,11200.0,(262) 510-0474,Lexus of Brookfield,128425.0,Silver,Black,2008 LEXUS RX 350,2008.0,Lexus,11200.0,888-462-0997 888-889-7155,Jack Safro's Lexus of Brookfield,128425.0,Silver,BLACK,1
36958,WDCGG8JB4FG439012,WDCGG8JB4FG439012,2015 Mercedes-Benz  GLK 350 4MATIC,2015,Mercedes-Benz,30250.0,(855) 789-0937,Napleton Autowerks Loves Park,23968.0,White,,2015 Mercedes-Benz GLK-Class GLK 350 4MATIC SUV,2015.0,Mercedes-Benz,30250.0,877-441-8782,"Napleton's Autowerks, Inc.",23968.0,White,,1
37252,JT8BF12G3T0168371,JT8BF12G3T0168371,1996 Lexus ES 300,1996,Lexus,1499.0,(414) 751-6997,Russ Darrow Honda,278801.0,White,Gray,Used 1996 Lexus ES 300,1996.0,Lexus,1499.0,888-356-1417,Russ Darrow Kia,278801.0,White,Gray,1
37312,WA1LMAFE4ED017811,WA1LMAFE4ED017811,2014 Audi Q7 3.0 TDI Premium Plus,2014,Audi,36991.0,(888) 450-4176,Hall Volkswagen Mazda,19607.0,Daytona Gray Pearl,Black,2014 Audi Q7 TDI Premium Plus,2014.0,Audi,36991.0,888-441-0425,Volkswagen,19607.0,Daytona Gray Pearl Effect,Black,1
37534,WBA3B3C52FF545622,WBA3B3C56FF546773,2015 BMW 328 i xDrive,2015,BMW,27222.0,(877) 591-3075,BMW of Milwaukee North,29919.0,Mineral Gray Metallic,Black / Red,2015 BMW 3 Series 4dr Sdn 328i xDrive AWD,2015.0,BMW,26990.0,888-237-4721 877-654-8272,Zimbrick BMW,30051.0,Mineral Grey Metallic,Black Dakota Leather,0
37568,WAUFFAFL8CA101492,WAUBFAFL7CN014822,2012 Audi A4 2.0T Premium Plus quattro,2012,Audi,14792.0,(414) 939-8502,International Autos,88075.0,Glacier White Metallic,Cardamom Beige,Used 2012 Audi A4 2.0T Premium,2012.0,Audi,13481.0,815-398-0505,Napleton Auto Group,88142.0,Blue,,0
38022,JTJJM7FX0F5115681,JTJJM7FX0F5115681,2015 Lexus GX 460 Luxury,2015,Lexus,45000.0,(414) 375-4932,Lexus of Milwaukee,11683.0,Claret Mica,Black,2015 LEXUS GX,2015.0,Lexus,45000.0,(414) 386-1368,Lexus of Milwaukee,11683.0,Claret Mica,BLACK,1
38036,JTHCF1D22F5018135,JTHCF1D28F5016938,2015 Lexus IS 250,2015,Lexus,25998.0,(608) 286-3923,CarMax Madison,20606.0,Gray,Gray,2015 Lexus IS 250,2015.0,Lexus,25998.0,608-286-3969,Carmax Madison,20000.0,Gray,Gray,0
38051,4JGDA5HB7FA445741,WDDHF8JB4FB086738,2015 Mercedes-Benz  ML 350,2015,Mercedes-Benz,29998.0,(608) 286-3923,CarMax Madison,36642.0,Gray,Black,2015 Mercedes-Benz E-Class E 350 4MATIC Sedan,2015.0,Mercedes-Benz,29855.0,888-276-6308 888-276-9145,Kayser Automotive Group,35199.0,Silver,GRAY/DARK GRAY,0
38053,WDDHF8JB4FB086738,WDDHF8JB4FB086738,2015 Mercedes-Benz  E 350 4MATIC,2015,Mercedes-Benz,29855.0,(920) 545-2133,Kayser Chrysler Center Watertown,35199.0,Silver,Gray / Dark Gray,2015 Mercedes-Benz E-Class E 350 4MATIC Sedan,2015.0,Mercedes-Benz,29855.0,888-276-6308 888-276-9145,Kayser Automotive Group,35199.0,Silver,GRAY/DARK GRAY,1
38056,4JGDA5HB6FA511177,WDDHF8JB4FB086738,2015 Mercedes-Benz  ML 350 4MATIC,2015,Mercedes-Benz,31681.0,(262) 510-2426,Mercedes-Benz of Elmbrook,35346.0,Polar White,Black,2015 Mercedes-Benz E-Class E 350 4MATIC Sedan,2015.0,Mercedes-Benz,29855.0,888-276-6308 888-276-9145,Kayser Automotive Group,35199.0,Silver,GRAY/DARK GRAY,0
38439,WBALM7C5XBE384275,WBALM7C5XBE384275,2011 BMW Z4 sDrive35i,2011,BMW,27999.0,(920) 933-8275,Summit Automotive Inc.,18901.0,Black Sapphire Metallic,Beige,2011 BMW Z4 SDRIVE35I-NAV-HEATED SEATS-AUTO-RWD-CONVERTIBLE,2011.0,BMW,27999.0,888-983-8794,Holiday Chrysler Dodge Jeep Ram,18901.0,Black Sapphire Metallic,,1
38757,WBA4Z3C55JEC48765,WBA4Z3C57JEA31640,2018 BMW 430 i xDrive,2018,BMW,37997.0,(608) 338-1572,Russ Darrow Mazda of Madison,22900.0,Mineral Gray Metallic,Black,2018 BMW 4 Series 430i Xdrive Convertible,2018.0,BMW,37500.0,888-462-0997 888-889-7155,Jack Safro's Lexus of Brookfield,24610.0,Black,BLACK,0
38760,WBA4Z3C57JEA31640,WBA4Z3C57JEA31640,2018 BMW 430 i xDrive,2018,BMW,37500.0,(262) 510-0474,Lexus of Brookfield,24610.0,Black,Black,2018 BMW 4 Series 430i Xdrive Convertible,2018.0,BMW,37500.0,888-462-0997 888-889-7155,Jack Safro's Lexus of Brookfield,24610.0,Black,BLACK,1
38861,WAUDG74F56N053886,WAUDG74F56N053886,2006 Audi A6 3.2L,2006,Audi,7499.0,(414) 255-0262,Car King,120632.0,Slate Grey,Black,2006 Audi A6 3.2 with Tiptronic,2006.0,Audi,7499.0,,Car King,120632.0,,,1
38873,WBAJA7C50JG908472,WBAJE7C52JG891355,2018 BMW 530 i xDrive,2018,BMW,59371.0,(563) 239-2219,Deery Brothers of Dubuque,0.0,Cashmere,,Used 2018 BMW 5 Series 540i xDrive,2018.0,BMW,57794.0,888-356-1417,Russ Darrow Kia,1344.0,Alpine White,Cognac,0
38876,WBAJE7C52JG891355,WBAJE7C52JG891355,2018 BMW 540 i xDrive,2018,BMW,57794.0,(414) 751-6997,Russ Darrow Honda,1344.0,Alpine White,Cognac,Used 2018 BMW 5 Series 540i xDrive,2018.0,BMW,57794.0,888-356-1417,Russ Darrow Kia,1344.0,Alpine White,Cognac,1
38933,WBAJA7C56JG909187,WBAJE7C52JG891355,2018 BMW  530i xDrive,2018,BMW,56686.0,(888) 237-4721,Zimbrick BMW,0.0,Dark Graphite Metallic,Black SensaTec,Used 2018 BMW 5 Series 540i xDrive,2018.0,BMW,57794.0,888-356-1417,Russ Darrow Kia,1344.0,Alpine White,Cognac,0
38939,WBA8B7G5XJNT71241,WBAJE7C52JG891355,2018 BMW 340 i xDrive,2018,BMW,,(414) 203-5342,International Autos,0.0,Black,,Used 2018 BMW 5 Series 540i xDrive,2018.0,BMW,57794.0,888-356-1417,Russ Darrow Kia,1344.0,Alpine White,Cognac,0
38940,WBA2J3C50JVA49797,WBAJE7C52JG891355,2018 BMW 230 i xDrive,2018,BMW,,(414) 203-5342,International Autos,0.0,Mineral White Metallic,,Used 2018 BMW 5 Series 540i xDrive,2018.0,BMW,57794.0,888-356-1417,Russ Darrow Kia,1344.0,Alpine White,Cognac,0
38949,WBA4W9C59JAC09258,WBAJE7C52JG891355,2018 BMW 440 i xDrive,2018,BMW,,(414) 203-5342,International Autos,0.0,Black Sapphire,,Used 2018 BMW 5 Series 540i xDrive,2018.0,BMW,57794.0,888-356-1417,Russ Darrow Kia,1344.0,Alpine White,Cognac,0
38954,WBA2J7C55JVB28518,WBAJE7C52JG891355,2018 BMW M240 i xDrive,2018,BMW,,(414) 203-5342,International Autos,0.0,Black Sapphire Metallic,Black,Used 2018 BMW 5 Series 540i xDrive,2018.0,BMW,57794.0,888-356-1417,Russ Darrow Kia,1344.0,Alpine White,Cognac,0
38955,WBAJE7C5XJWC57834,WBAJE7C52JG891355,2018 BMW 540 i xDrive,2018,BMW,,(414) 203-5342,International Autos,0.0,Carbon Black,,Used 2018 BMW 5 Series 540i xDrive,2018.0,BMW,57794.0,888-356-1417,Russ Darrow Kia,1344.0,Alpine White,Cognac,0
38959,WBA4Z3C58JEC57220,WBAJE7C52JG891355,2018 BMW 430 i xDrive,2018,BMW,,(414) 203-5342,International Autos,0.0,Jet Black,,Used 2018 BMW 5 Series 540i xDrive,2018.0,BMW,57794.0,888-356-1417,Russ Darrow Kia,1344.0,Alpine White,Cognac,0
38960,WBXHT3Z32J4A66669,WBAJE7C52JG891355,2018 BMW X1 xDrive 28i,2018,BMW,,(414) 203-5342,International Autos,0.0,Black Sapphire Metallic,Black,Used 2018 BMW 5 Series 540i xDrive,2018.0,BMW,57794.0,888-356-1417,Russ Darrow Kia,1344.0,Alpine White,Cognac,0
38961,WBA4J3C58JBG91906,WBAJE7C52JG891355,2018 BMW 430 Gran Coupe i xDrive,2018,BMW,,(414) 203-5342,International Autos,0.0,Alpine White,,Used 2018 BMW 5 Series 540i xDrive,2018.0,BMW,57794.0,888-356-1417,Russ Darrow Kia,1344.0,Alpine White,Cognac,0
38962,WBAJE7C55JWC57594,WBAJE7C52JG891355,2018 BMW 540 i xDrive,2018,BMW,,(414) 203-5342,International Autos,0.0,Dark Graphite,,Used 2018 BMW 5 Series 540i xDrive,2018.0,BMW,57794.0,888-356-1417,Russ Darrow Kia,1344.0,Alpine White,Cognac,0
38963,WBA2J3C50JVA52439,WBAJE7C52JG891355,2018 BMW 230 i xDrive,2018,BMW,,(414) 203-5342,International Autos,0.0,Black Sapphire Metallic,,Used 2018 BMW 5 Series 540i xDrive,2018.0,BMW,57794.0,888-356-1417,Russ Darrow Kia,1344.0,Alpine White,Cognac,0
38964,WBAJA7C56JG908993,WBAJE7C52JG891355,2018 BMW 530 i xDrive,2018,BMW,,(414) 203-5342,International Autos,0.0,Black Sapphire,,Used 2018 BMW 5 Series 540i xDrive,2018.0,BMW,57794.0,888-356-1417,Russ Darrow Kia,1344.0,Alpine White,Cognac,0
38968,2T2BK1BA3CC122887,2T2BK1BA3CC122887,2012 Lexus RX 350 AWD,2012,Lexus,22968.0,(262) 347-4170,Wilde Chrysler Jeep Dodge Ram & Subaru,64156.0,Obsidian,Parchment,2012 LEXUS RX 350 AWD,2012.0,Lexus,,877-437-4505,Wilde Chrysler Jeep Dodge Subaru,64156.0,Obsidian,PARCHMENT,1
39491,4JGDA5HB3FA529524,4JGDA5HB2FA475455,2015 Mercedes-Benz  ML 350,2015,Mercedes-Benz,33737.0,(888) 821-5863,Mercedes-Benz of Milwaukee North,30549.0,Polar White,Black,2015 Mercedes-Benz M-Class ML 350 4MATIC SUV All-wheel Drive,2015.0,Mercedes-Benz,34999.0,,Billion Toyota of Clinton,28771.0,Silver,BLACK,0
39596,WBA3B3G5XFNR85359,WBA3N5C5XFK198454,2015 BMW 328 i xDrive,2015,BMW,26985.0,(414) 930-1684,International Autos,31916.0,Gray,,2015 BMW 4 Series 428i xDrive,2015.0,BMW,27645.0,(888) 440-2312,Kunes Country Ford Lincoln Inc.,30434.0,Jet Black,,0
39806,2T2BZMCA8HC108941,2T2BZMCA2HC076052,2017 Lexus RX 350,2017,Lexus,45500.0,(815) 916-4212,Napleton Autowerks Loves Park,6329.0,Silver,,2017 LEXUS RX,2017.0,Lexus,45900.0,(414) 386-1368,Lexus of Milwaukee,5792.0,Silver Lining Metallic,STRATUS GRAY,0
39807,2T2BZMCA5HC086459,2T2BZMCA2HC076052,2017 Lexus RX 350,2017,Lexus,47000.0,(888) 347-2891,Anderson Toyota Lexus,7522.0,Black,,2017 LEXUS RX,2017.0,Lexus,45900.0,(414) 386-1368,Lexus of Milwaukee,5792.0,Silver Lining Metallic,STRATUS GRAY,0
39809,2T2BZMCA5HC107519,2T2BZMCA2HC076052,2017 Lexus RX 350 350,2017,Lexus,46000.0,(414) 375-4932,Lexus of Milwaukee,4036.0,Matador Red Mica,Parchment,2017 LEXUS RX,2017.0,Lexus,45900.0,(414) 386-1368,Lexus of Milwaukee,5792.0,Silver Lining Metallic,STRATUS GRAY,0
39853,WDDUG8FB2HA331422,WDDUG8FB2HA330352,2017 Mercedes-Benz  S 550 4MATIC,2017,Mercedes-Benz,,(815) 916-4212,Napleton Autowerks Loves Park,0.0,Obsidian Black,,2017 Mercedes-Benz S-Class S 550 Sedan,2017.0,Mercedes-Benz,98962.0,877-650-2166,Umansky Motor Cars,253.0,Obsidian Black Metallic,BLACK,0
39978,5UXKR0C35H0X76896,5UXKR0C35H0X76896,2017 BMW X5 xDrive35i,2017,BMW,54725.0,(888) 570-3759,Zimbrick BMW,9489.0,Glacier Silver Metallic,Black Dakota Leather,2017 BMW X5 xDrive35i Sports Activity Vehicle,2017.0,BMW,54725.0,888-237-4721 877-654-8272,Zimbrick BMW,9489.0,Glacier Silver Metallic,Black,1
40836,WAUBGAFL0DA200692,WAUBGAFL0DA200692,2013 Audi S4 3.0T Premium Plus,2013,Audi,23329.0,(262) 558-4486,Toyota of Brookfield,65950.0,Phantom Black Pearl,Black,2013 Audi S4 3.0T Premium Plus Sedan quattro,2013.0,Audi,23329.0,414-691-0603,Jack Safro Toyota,65950.0,Phantom black pearl,BLACK,1
41062,WDDZF4KB2HA206038,WDDZF4KB0HA146485,2017 Mercedes-Benz  E 300,2017,Mercedes-Benz,50775.0,(262) 395-7647,International Porsche of Waukesha,4501.0,Polar White,Black,2017 Mercedes-Benz E-Class E 300 4MATIC,2017.0,Mercedes-Benz,48983.0,888-570-6761 888-570-6837,Motorwerks of Barrington,6119.0,Blue,Macchiato Beige / Black,0
41140,55SWF4KB7HU215112,WDDZF4KB0HA146485,2017 Mercedes-Benz  C 300,2017,Mercedes-Benz,,(888) 821-5863,Mercedes-Benz of Milwaukee North,4878.0,Black,Black,2017 Mercedes-Benz E-Class E 300 4MATIC,2017.0,Mercedes-Benz,48983.0,888-570-6761 888-570-6837,Motorwerks of Barrington,6119.0,Blue,Macchiato Beige / Black,0
41523,WBAXH5C58CDW08354,WBAXH5C58CDW08354,2012 BMW 528 i xDrive,2012,BMW,15998.0,(414) 455-6995,"AutoSource Motors, Inc.",75067.0,Blue Water Metallic,Venetian Beige,2012 BMW 5 Series 528i xDrive Sedan,2012.0,BMW,15998.0,888-784-8893,Autosource Motors Inc.,75067.0,Blue Water Metallic,Venetian Beige,1
41952,4JGDA5HB3JB058316,4JGDF7DE1JB022945,2018 Mercedes-Benz GLE 350 Base 4MATIC,2018,Mercedes-Benz,,(888) 821-5863,Mercedes-Benz of Milwaukee North,7825.0,Iridium Silver Metallic,brown,2018 Mercedes-Benz GLS 550 4MATIC SUV,2018.0,Mercedes-Benz,91772.0,,International Alfa Romeo,7758.0,Black,Black,0
42436,JTJBARBZ4F2032529,JTJBARBZXF2002726,2015 Lexus NX 200t 200T,2015,Lexus,30000.0,(262) 510-0474,Lexus of Brookfield,43599.0,Atomic Silver,Black,2015 Lexus NX 200t,2015.0,Lexus,28500.0,877-510-3625 877-545-4105,Lexus of Madison,43837.0,EMINENT WHITE PEARL,CREME,0
42534,WAUW2AFC9EN038958,WAUW2AFC9EN038958,2014 Audi S7 Prestige,2014,Audi,36900.0,(608) 478-2670,MSI Auto Sales,84938.0,Black,Black,2014 Audi S7 4.0T Prestige quattro Tiptronic,2014.0,Audi,36900.0,608-833-3012,MSI Auto Sales,84938.0,Black,Leather,1
42632,WDDHF8JB5EA922528,WDCGG0EB6EG328410,2014 Mercedes-Benz  E 350 4MATIC,2014,Mercedes-Benz,26534.0,(262) 684-4253,Lynch Chrysler Dodge Jeep RAM,34483.0,Iridium Silver Metallic,Black,2014 Mercedes-Benz GLK 250 BlueTEC 4MATIC SUV,2014.0,Mercedes-Benz,26500.0,847-265-1122,Zeigler Nissan Gurnee,35306.0,Steel Gray Metallic,BLACK,0
42711,WBA6B8C55FD453751,WBA6B8C55FD453751,2015 BMW 640 i xDrive,2015,BMW,45990.0,(888) 570-3759,Zimbrick BMW,33825.0,Black Sapphire Metallic,Black Dakota Leather,2015 BMW 6 Series 4dr Sdn 640i xDrive AWD Gran Coupe,2015.0,BMW,45990.0,888-237-4721 877-654-8272,Zimbrick BMW,33825.0,Black Sapphire Metallic,Black,1
42775,WA1LMAFE3FD021737,WA1LGAFE0FD029866,2015 Audi Q7 3.0L TDI Premium Plus,2015,Audi,33995.0,(414) 455-6995,"AutoSource Motors, Inc.",31556.0,Graphite Gray Metallic,Black,2015 Audi Q7 3.0T Premium quattro,2015.0,Audi,35000.0,847-381-8900,Motor Werks Honda,30448.0,Glacier White Metallic,Black,0
42840,WAUHGAFC1FN047861,WA1LGAFE0FD029866,2015 Audi A6 3.0T Prestige quattro,2015,Audi,35767.0,(414) 375-2104,Audi North Shore,29431.0,Ice Silver Metallic,Titanium Gray,2015 Audi Q7 3.0T Premium quattro,2015.0,Audi,35000.0,847-381-8900,Motor Werks Honda,30448.0,Glacier White Metallic,Black,0
43086,55SWF4KB7HU215112,55SWF4KB5HU231261,2017 Mercedes-Benz  C 300,2017,Mercedes-Benz,,(888) 821-5863,Mercedes-Benz of Milwaukee North,4878.0,Black,Black,2017 Mercedes-Benz C-Class C 300 Sedan,2017.0,Mercedes-Benz,42762.0,877-650-2166,Umansky Motor Cars,5041.0,Black,BLACK,0
43088,55SWF4KB0HU215453,55SWF4KB5HU231261,2017 Mercedes-Benz  C 300,2017,Mercedes-Benz,44389.0,(888) 821-6594,Mercedes-Benz of Milwaukee North,3998.0,Iridium Silver Metallic,Black,2017 Mercedes-Benz C-Class C 300 Sedan,2017.0,Mercedes-Benz,42762.0,877-650-2166,Umansky Motor Cars,5041.0,Black,BLACK,0
43121,5UXKR0C55F0P09732,5UXKR0C55F0P09732,2015 BMW X5 xDrive35i,2015,BMW,34997.0,(866) 264-4261,Bergstrom Cadillac of Madison,49820.0,White,Black,Used 2015 BMW X5 xDrive35i AWD 4DR XDRIVE35I *ULTRAVIEW SUNROOF *HEATED SEATS *CROSS RAILS *TOW PACKAGE*,2015.0,BMW,34997.0,608-271-2211,Bergstrom of Madison,49820.0,White,Black,1
43214,WA1LFAFP8FA098875,WA1LFAFP8FA098875,2015 Audi Q5 2.0T Premium quattro,2015,Audi,25348.0,(262) 229-4393,Fields Jaguar Land Rover Volvo Waukesha,69199.0,Black,Black,2015 Audi Q5 2.0T Quattro Premium,2015.0,Audi,25348.0,866-700-7434,Fields Jaguar Land Rover Volvo Madison,69199.0,Black,Black,1
43469,WBA3B5G54DNP41215,WBA3B5G54DNP41215,2013 BMW 328 i xDrive,2013,BMW,17995.0,(262) 324-1193,Racine Honda,38252.0,Gray,Black,2013 BMW 328i xDrive w/SULEV Sedan,2013.0,BMW,17995.0,262-898-2900,Racine Honda,38252.0,Mineral Gray,,1
43654,WAUANAF43HN020955,WAUANAF48HN009658,2017 Audi A4 2.0 TFSI Auto Premium quattro AWD,2017,Audi,36700.0,,Zimbrick European,6876.0,Florett Silver Metallic,Black,2017 Audi A4 2.0T Premium Sedan,2017.0,Audi,34967.0,414-543-3000,INTERNATIONAL AUTOS GROUP,4959.0,Ibis white,Black,0
43884,2T2BK1BA2FC257329,JTJBK1BA7F2483754,2015 Lexus RX 350 Base,2015,Lexus,28598.0,(414) 375-4859,Heiser Toyota,34405.0,Obsidian,Black w/Leather Seat Trim or Semi-Aniline Leather,2015 Lexus RX 350,2015.0,Lexus,28998.0,608-286-3969,Carmax Madison,33000.0,Tan,Tan,0
43989,JTJBK1BA7F2483754,JTJBK1BA7F2483754,2015 Lexus RX 350,2015,Lexus,28998.0,(608) 286-3923,CarMax Madison,32637.0,Tan,Tan,2015 Lexus RX 350,2015.0,Lexus,28998.0,608-286-3969,Carmax Madison,33000.0,Tan,Tan,1
44174,WBA3X5C55ED243006,WBA3C3G5XENS68441,2014 BMW 328 Gran Turismo i xDrive,2014,BMW,19980.0,(262) 684-4253,Lynch Chrysler Dodge Jeep RAM,46985.0,Jet Black,Black,Used 2014 BMW 320i xDrive Sedan,2014.0,BMW,18584.0,866-668-0615 866-590-9089,Boucher Chevrolet,47112.0,Mojave Metallic,Venetian Beige W/dakota Leather Upholstery,0
44362,5UXWX9C56H0T00640,5UXWX9C56H0T00640,2017 BMW X3 xDrive28i,2017,BMW,29989.0,(608) 338-1462,Zimbrick Hyundai Eastside,42002.0,Carbon Black Metallic,Black,2017 BMW X3 xDrive28i Sports Activity Vehicle,2017.0,BMW,29989.0,608-620-7188,Zimbrick Inc,42002.0,Carbon Black Metallic,Black,1
44408,WBAVL1C53FVY30460,WBA3C3G55FNS74181,2015 BMW X1 xDrive 28i,2015,BMW,24873.0,(563) 239-2190,Richardson Motors,24460.0,Alpine White,,2015 BMW 320i xDrive Sedan,2015.0,BMW,23885.0,,International Alfa Romeo,26092.0,Black Sapphire Metallic,Black,0
44588,5UXKR0C51J0X84257,5UXKR0C59J0X85771,2018 BMW X5 xDrive35i,2018,BMW,63385.0,(877) 591-3075,BMW of Milwaukee North,4978.0,Alpine White,Black,2018 BMW X5 xDrive35i SAV,2018.0,BMW,63555.0,888-258-1784 888-258-6303,Concours BMW,4737.0,Dark Graphite,BLACK,0
44593,2T2BZMCA0HC089608,2T2BZMCA5HC107519,2017 Lexus RX 350 350,2017,Lexus,46500.0,(414) 973-2600,Lexus of Milwaukee,5687.0,Eminent White Pearl,Black,2017 LEXUS RX,2017.0,Lexus,46000.0,(414) 386-1368,Lexus of Milwaukee,4036.0,Matador Red Mica,PARCHMENT,0
44667,WBA5A7C57FD623259,WBA3B3C56FF546014,2015 BMW 528 i xDrive,2015,BMW,,(815) 261-4475,BMW and Mazda of Crystal Lake,22699.0,Gray,,2015 BMW 328i xDrive Sedan,2015.0,BMW,25958.0,888-258-1784 888-258-6303,Concours BMW,23349.0,Mineral Gray Metallic,BLACK,0
44878,WBA3G7C54FK297549,WBA3G7C54FK297549,2015 BMW 328 i xDrive,2015,BMW,30885.0,(414) 930-1684,International Autos,26063.0,Black Sapphire Metallic,Black,2015 BMW 328i xDrive xDrive Wagon,2015.0,BMW,30885.0,,International Alfa Romeo,26063.0,Black Sapphire Metallic,Black,1
44938,5UXWX9C34H0W75246,WBXHT3Z38H4A56450,2017 BMW X3 xDrive28i,2017,BMW,44455.0,(877) 591-3075,BMW of Milwaukee North,4493.0,Mineral White Metallic,Black,2017 BMW X1 xDrive28i SAV,2017.0,BMW,43885.0,,International Alfa Romeo,5054.0,Glacier Silver,Mocha,0
45019,WDDZF4KB1HA153560,WDDZF4KB1HA181696,2017 Mercedes-Benz  E 300,2017,Mercedes-Benz,51056.0,(888) 821-5863,Mercedes-Benz of Milwaukee North,11025.0,Polar White,beige,2017 Mercedes-Benz E-Class E 300 4MATIC,2017.0,Mercedes-Benz,50782.0,888-570-6761 888-570-6837,Motorwerks of Barrington,12439.0,White,Black,0
45096,WBXHT3C32H5F83029,WBA8D9C51HK677803,2017 BMW X1 xDrive 28i,2017,BMW,38490.0,(866) 932-0704,BMW of Milwaukee North,9062.0,Alpine White,Beige,2017 BMW 330i xDrive Sedan,2017.0,BMW,38987.0,888-258-1784 888-258-6303,Concours BMW,9916.0,Mineral Gray Metallic,BLACK,0
45511,WBA4F9C32HG812006,WBA4F9C32HG812006,2017 BMW 430 Gran Coupe i xDrive,2017,BMW,48555.0,(866) 932-0704,BMW of Milwaukee North,9999.0,Glacier Silver Metallic,Black,2017 BMW 430i xDrive w/SULEV Gran Coupe,2017.0,BMW,48555.0,888-258-1784 888-258-6303,Concours BMW,8937.0,Glacier Silver Metallic,BLACK,1
45659,WBA3C3G54ENS71741,WBA3C3C51EF986914,2014 BMW 320 i xDrive,2014,BMW,18494.0,(888) 364-8375,Russ Darrow Mazda of Milwaukee,40522.0,Jet Black,Black,2014 BMW 320i xDrive,2014.0,BMW,18917.0,888-238-5743 888-414-4987,Frank Boucher Imports,41426.0,Mineral Gray,,0
45665,WBA3C3C51EF986914,WBA3C3C51EF986914,2014 BMW 320 i xDrive,2014,BMW,18917.0,(888) 414-4987,Frank Boucher VW Kia of Racine,41426.0,Gray,,2014 BMW 320i xDrive,2014.0,BMW,18917.0,888-238-5743 888-414-4987,Frank Boucher Imports,41426.0,Mineral Gray,,1
45668,5UXKR0C58F0K67707,5UXKR0C51F0K63305,2015 BMW X5 xDrive35i,2015,BMW,37699.0,(866) 932-0704,BMW of Milwaukee North,37204.0,Imperial Blue Metallic,Canberra Beige,2015 BMW X5 xDrive35i AWD,2015.0,BMW,38000.0,888-570-6761 888-570-6837,Motorwerks of Barrington,39049.0,Space Gray Metallic,Black,0
45941,WDDHF5KB9GB329684,WDDHF8JB3GB283465,2016 Mercedes-Benz  E 350,2016,Mercedes-Benz,33480.0,(877) 682-3020,VROOM (Milwaukee),23821.0,Silver,Gray,Used 2016 Mercedes-Benz E-Class E 350 Sport,2016.0,Mercedes-Benz,,815-398-0505,Napleton Auto Group,25211.0,,,0
45966,WDDKJ6HBXGF328358,WDDHF8JB3GB283465,2016 Mercedes-Benz  E 400 4MATIC,2016,Mercedes-Benz,,(414) 939-8502,International Autos,25222.0,Gray,,Used 2016 Mercedes-Benz E-Class E 350 Sport,2016.0,Mercedes-Benz,,815-398-0505,Napleton Auto Group,25211.0,,,0
46367,WA1LFAFP9CA138831,WAUFFAFL0CN011052,2012 Audi Q5 2.0T Premium Plus quattro,2012,Audi,16911.0,(414) 377-4903,Ewald Chrysler Jeep Dodge RAM,82725.0,Black,,2012 Audi A4 2.0T Premium (Tiptronic) Sedan,2012.0,Audi,,414-543-3000,INTERNATIONAL AUTOS GROUP,81283.0,Ice Silver,,0
46378,WAUFFAFL0CN011052,WAUFFAFL0CN011052,2012 Audi A4 2.0T Premium Plus quattro,2012,Audi,,(414) 375-2115,Audi North Shore,81283.0,Silver,,2012 Audi A4 2.0T Premium (Tiptronic) Sedan,2012.0,Audi,,414-543-3000,INTERNATIONAL AUTOS GROUP,81283.0,Ice Silver,,1
46535,5UXXW3C53F0F88878,5UXXW3C53F0F88878,2015 BMW X4 xDrive28i,2015,BMW,31000.0,(262) 226-8570,Wilde Honda,11662.0,Dark Graphite Metallic,,2015 BMW X4 xDrive28i SUV,2015.0,BMW,31000.0,888-582-4889,Wilde Honda New & Used Cars,11662.0,Dark Graphite,,1
46720,WA1LFAFP1FA081884,WA1LMAFEXFD019550,2015 Audi Q5 2.0T Premium Plus quattro,2015,Audi,,(414) 375-2115,Audi North Shore,30000.0,Monsoon Gray,,2015 Audi Q7 3.0 TDI Premium quattro,2015.0,Audi,40000.0,888-570-6761 888-570-6837,Motorwerks of Barrington,29653.0,Glacier White Metallic,Black,0
46911,WBA4Z3C55JEC48958,WBA4Z3C55JEC48958,2018 BMW 430 i xDrive,2018,BMW,38888.0,(414) 751-6997,Russ Darrow Honda,17679.0,Carbon Black Metallic,Black,Used 2018 BMW 4 Series 430i xDrive,2018.0,BMW,38888.0,888-356-1417,Russ Darrow Kia,17679.0,Carbon Black Metallic,Black,1
47019,WBA3B9G51FNR93417,WBA3B9G51FNR93417,2015 BMW 335 i xDrive,2015,BMW,35990.0,(888) 570-3759,Zimbrick BMW,23320.0,Black Sapphire Metallic,Black Dakota Leather,2015 BMW 3 Series 4dr Sdn 335i xDrive AWD,2015.0,BMW,35990.0,608-620-7188,Zimbrick Inc,23320.0,Black Sapphire Metallic,Black Dakota Leather,1
