name,year,maker,color,price,seller_name,seller_phone,seller_average_rating,seller_review_count,miles,distance_from_madison,exterior_color,interior_color,transmission,drivetrain,vin,id
2015 BMW 528 i xDrive,2015,BMW,Gray,,BMW and Mazda of Crystal Lake,(815) 261-4475,4.6,422.0,22699.0,79,Gray,,8-Speed Automatic,AWD,WBA5A7C57FD623259,2686
2015 BMW 535 i xDrive,2015,BMW,Black,33750.0,BMW and Mazda of Crystal Lake,(815) 261-4475,4.6,422.0,37944.0,79,Black,,8-Speed Automatic,AWD,WBA5B3C56FD544610,2687
2010 BMW 750 i xDrive,2010,BMW,Black,19893.0,Frank Boucher Chevrolet Cadillac of Racine,(866) 672-8974,5.0,56.0,72395.0,79,Black Sapphire Metallic,Black,6-Speed Automatic,AWD,WBAKC6C54ACL67992,2688
2009 BMW 328 i xDrive,2009,BMW,Other,,James Chrysler Dodge Jeep Ram,(847) 453-7391,,,80368.0,80,,,6-SPEED M/T,All Wheel Drive,WBAPK73529A453596,2689
2006 Audi A6 3.2 quattro,2006,Audi,Silver,8479.0,Kayser Ford Lincoln,(608) 807-5359,4.7,399.0,105855.0,2,Silver,Beige,6-Speed Automatic,AWD,WAUDH74F36N132034,2690
2017 Audi A4 Premium,2017,Audi,Silver,29500.0,Smart Motors,(608) 318-4181,4.7,432.0,16498.0,4,Cuvee Silver Metallic,Black,7-Speed Auto-Shift Manual w/OD,AWD,WAUANAF43HN050554,2691
2012 Audi A4 2.0T Premium quattro,2012,Audi,Silver,17599.0,CarMax Madison,(608) 286-3923,4.3,3.0,39195.0,5,Silver,Gray,8-Speed Automatic w/Manual Shift,AWD,WAUBFAFL8CN011895,2692
2016 Audi Q5 2.0T Premium Plus quattro,2016,Audi,Black,32950.0,Lexus of Madison,(608) 478-2660,5.0,68.0,11808.0,6,Brilliant Black,Black,8-Speed Automatic,AWD,WA1L2AFPXGA004007,2693
2015 Audi A6 2.0T Premium Plus quattro,2015,Audi,Black,27950.0,Lexus of Madison,(608) 478-2660,5.0,68.0,24665.0,6,Black,,8-Speed Automatic,AWD,WAUGFAFC1FN005723,2694
2017 Audi A4 Season of Audi Premium,2017,Audi,Gray,31400.0,Zimbrick Nissan,(608) 338-0718,4.6,111.0,2769.0,7,Manhattan Gray Metallic,Atlas Beige/Gray,7-SPEED A/T,All Wheel Drive,WAUDNAF45HN046972,2695
2014 Audi A6 2.0T Premium Plus,2014,Audi,Gray,25889.0,Zimbrick Hyundai Eastside,(608) 338-1462,4.9,303.0,20324.0,7,Oolong Gray Metallic,Black,8-Speed A/T,All Wheel Drive,WAUGFAFCXEN120108,2696
2014 Audi A4 Premium,2014,Audi,White,17299.0,Wilde East Towne Honda,(608) 467-1265,4.9,2694.0,71411.0,7,White,,8-SPEED A/T,All Wheel Drive,WAUBFAFL1EN001101,2697
2015 Audi Q5 2.0T Premium Plus quattro,2015,Audi,Gray,25500.0,Zimbrick Buick GMC Eastside,(608) 729-3827,4.9,183.0,41555.0,7,Gray,,8-Speed Automatic,AWD,WA1LFAFP1FA109697,2698
2015 Audi A3 2.0T Premium Plus quattro,2015,Audi,Gray,19577.0,Russ Darrow Mazda of Madison,(608) 338-1572,4.8,156.0,45209.0,7,Monsoon Gray Metallic,Titanium,6-Speed Automatic with Auto-Shift,AWD,WAUEFGFF9F1023009,2699
2017 Audi Q3 2.0T Premium quattro,2017,Audi,Black,26449.0,Kayser Chrysler Center,(608) 338-1543,4.5,91.0,21894.0,22,Brilliant Black,Black,6-Speed Automatic,AWD,WA1ECCFS4HR015934,2700
2017 Audi Q5 2.0T Premium quattro,2017,Audi,Blue,33859.0,Griffin Ford Lincoln Fort Atkinson,(920) 542-4359,4.9,79.0,28062.0,29,Moonlight Blue Metallic,Titanium Gray / Steel Gray,8-Speed Automatic,AWD,WA1C2AFP9HA099371,2701
2015 Audi Q7 3.0L TDI Premium Plus,2015,Audi,Blue,33423.0,Rock County Honda,(608) 554-2800,4.9,366.0,44315.0,33,Blue,,8-SPEED A/T,All Wheel Drive,WA1LMAFE4FD021827,2702
2012 Audi Q5 2.0T Premium quattro,2012,Audi,Gray,17803.0,Bryden Motors,(608) 713-4799,4.2,15.0,63613.0,43,Daytona Gray Pearl,Cardamom,8-Speed Automatic,AWD,WA1LFAFP8CA129585,2703
2014 Audi Q7 3.0L TDI Premium Plus,2014,Audi,Black,34896.0,Kunes Country Chrysler Dodge Jeep Ram of Elkhorn,(262) 607-8408,4.8,278.0,57292.0,51,Black,Black,8-SPEED A/T,All Wheel Drive,WA1LMAFE5ED012326,2704
2018 Audi A5 2.0T Premium Plus quattro,2018,Audi,Black,58640.0,Napleton Autowerks Loves Park,(815) 916-4212,4.9,522.0,0.0,55,Mythos Black Metallic / Black Roof,Atlas Beige,7-Speed Automatic with Auto-Shift,AWD,WAUYNGF55JN010170,2705
2018 Audi S5 3.0T Premium Plus quattro,2018,Audi,Gray,67261.0,Napleton Autowerks Loves Park,(815) 916-4212,4.9,522.0,0.0,55,Daytona Gray Pearl Effect / Black Roof,Black,8-Speed Automatic,AWD,WAUY4GF53JN001924,2706
2013 Audi Q7 3.0 TDI Premium Plus,2013,Audi,Gray,23999.0,Napleton Autowerks Loves Park,(815) 916-4212,4.9,522.0,93919.0,55,Gray,,8-Speed Automatic,AWD,WA1LMAFE9DD006432,2707
2018 Audi A5 2.0T Premium Plus quattro,2018,Audi,White,53350.0,Napleton Autowerks Loves Park,(815) 916-4212,4.9,522.0,0.0,55,Glacier White Metallic,Nougat Brown / Black,7-Speed Automatic with Auto-Shift,AWD,WAUENCF57JA075847,2708
2016 Audi Q5 3.0 TDI Premium Plus quattro,2016,Audi,Black,49968.0,Napleton Autowerks Loves Park,(815) 916-4212,4.9,522.0,0.0,55,Brilliant Black,Pistachio Beige,8-Speed Automatic,AWD,WA1CVAFP1GA002816,2709
2018 Audi Q5 2.0T Premium,2018,Audi,Silver,54185.0,Napleton Autowerks Loves Park,(815) 916-4212,4.9,522.0,0.0,55,Florett Silver Metallic,Black,7-Speed Automatic with Auto-Shift,AWD,WA1BNAFYXJ2088178,2710
2018 Audi A7 3.0T Prestige quattro,2018,Audi,Black,76200.0,Napleton Autowerks Loves Park,(815) 916-4212,4.9,522.0,0.0,55,Mythos Black Metallic,Black,8-Speed Automatic,AWD,WAU23AFC5JN064088,2711
2018 Audi Q5 2.0T Premium,2018,Audi,Silver,54375.0,Napleton Autowerks Loves Park,(815) 916-4212,4.9,522.0,0.0,55,Florett Silver Metallic,Black,7-Speed Automatic with Auto-Shift,AWD,WA1BNAFY1J2146307,2712
2018 Audi Q3 2.0T Premium Plus,2018,Audi,Black,42825.0,Napleton Autowerks Loves Park,(815) 916-4212,4.9,522.0,0.0,55,Brilliant Black,Chestnut Brown,6-Speed Automatic,AWD,WA1JCCFS7JR016208,2713
2018 Audi S4 3.0T Premium Plus,2018,Audi,Gray,58685.0,Napleton Autowerks Loves Park,(815) 916-4212,4.9,522.0,0.0,55,Daytona Gray Pearl Effect,Black,8-Speed Automatic,AWD,WAUB4AF47JA021868,2714
2014 Audi A6 3.0 TDI Prestige quattro,2014,Audi,Black,23999.0,Napleton Autowerks Loves Park,(815) 916-4212,4.9,522.0,80493.0,55,Black,,8-Speed Automatic,AWD,WAUHMAFC9EN082042,2715
2018 Audi A4 2.0T Premium Plus,2018,Audi,Blue,49150.0,Napleton Autowerks Loves Park,(815) 916-4212,4.9,522.0,0.0,55,Moonlight Blue Metallic,Rock Gray,7-Speed Automatic with Auto-Shift,AWD,WAUENAF41JA074866,2716
2014 Audi Q5 3.0 TDI Premium Plus quattro,2014,Audi,Brown,32750.0,Napleton Autowerks Loves Park,(888) 231-8946,4.9,522.0,21301.0,55,Brown,,8-Speed Automatic,AWD,WA1CMAFP6EA002729,2717
2018 Audi Q3 2.0T Premium Plus,2018,Audi,Blue,43400.0,Napleton Autowerks Loves Park,(815) 916-4212,4.9,522.0,0.0,55,Utopia Blue Metallic,Chestnut Brown,6-Speed Automatic,AWD,WA1JCCFSXJR016445,2718
2018 Audi A6 3.0T Premium quattro,2018,Audi,Gray,62160.0,Napleton Autowerks Loves Park,(815) 916-4212,4.9,522.0,0.0,55,Tornado Gray Metallic,Black,8-Speed Automatic,AWD,WAUG3AFC7JN065328,2719
2014 Audi Q5 3.0T Prestige quattro,2014,Audi,Black,24918.0,Boucher Nissan Waukesha,(866) 690-6248,4.8,67.0,86975.0,59,Black,Black,8-Speed Automatic,AWD,WA1WGAFP8EA024574,2720
2015 Audi TT 2.0T quattro,2015,Audi,White,31989.0,Wheels by RT,(815) 580-3162,5.0,38.0,18515.0,60,Ibis White,Black,6-Speed Automatic with Auto-Shift,AWD,TRUSFAFK8F1000696,2721
2013 Audi S4 3.0T Premium Plus,2013,Audi,Black,23329.0,Toyota of Brookfield,(262) 558-4486,4.8,62.0,65950.0,61,Phantom Black Pearl,Black,7-Speed Automatic with Auto-Shift,AWD,WAUBGAFL0DA200692,2722
2016 Audi A6 2.0T Premium quattro,2016,Audi,White,31000.0,Lexus of Brookfield,(262) 510-0474,4.9,184.0,39015.0,62,White,Black,8-Speed Automatic,AWD,WAUFFAFC1GN115538,2723
2014 Audi A6 3.0 TDI Premium Plus quattro,2014,Audi,Black,29991.0,Hall Volkswagen Mazda,(888) 450-4176,4.6,56.0,18842.0,62,Phantom Black Pearl,Black,8-Speed Automatic,AWD,WAUFMAFC1EN064271,2724
2014 Audi A6 3.0 TDI Prestige quattro,2014,Audi,Blue,26991.0,Hall Volkswagen Mazda,(888) 450-4176,4.6,56.0,61829.0,62,Moonlight Blue Metallic,Velvet Beige,8-Speed Automatic,AWD,WAUHMAFC7EN032692,2725
2014 Audi Q7 3.0 TDI Premium Plus,2014,Audi,Gray,36991.0,Hall Volkswagen Mazda,(888) 450-4176,4.6,56.0,19607.0,62,Daytona Gray Pearl,Black,8-Speed Automatic,AWD,WA1LMAFE4ED017811,2726
2015 Audi A4 2.0T Premium Plus quattro,2015,Audi,White,22759.0,Russ Darrow West Bend Chrysler Jeep Dodge RAM,(262) 299-4737,4.8,438.0,41716.0,63,White,Gray / Black,8-Speed Automatic,AWD,WAUFFAFL4FN004979,2727
2017 Audi A4 2.0T Premium quattro,2017,Audi,White,29997.0,Russ Darrow Toyota Scion,(262) 384-4738,4.8,617.0,18568.0,64,Ibis White,Black,7-Speed Automatic with Auto-Shift,AWD,WAUANAF45HN052791,2728
2017 Audi A3 Premium,2017,Audi,Other,24288.0,Van Horn Hyundai of Fond du Lac,(920) 933-8267,4.8,730.0,2869.0,66,Chrome,aluminum,7-SPEED A/T,Front Wheel Drive,WAUAUGFF8H1038074,2729
2017 Audi A3 2.0T Premium Plus,2017,Audi,Other,26699.0,Van Horn Hyundai of Fond du Lac,(920) 933-8267,4.8,730.0,3031.0,66,Chrome,aluminum,7-SPEED A/T,Front Wheel Drive,WAUGUGFFXH1041682,2730
2016 Audi S4 3.0T Premium Plus,2016,Audi,Black,41998.0,Holiday Mazda,(855) 294-9011,4.9,96.0,22315.0,67,Brilliant Black,Black,7-Speed Automatic with Auto-Shift,AWD,WAUBGAFL6GA005992,2731
2012 Audi Q5 2.0T Premium Plus quattro,2012,Audi,Blue,16998.0,Holiday Mazda,(855) 294-9011,4.9,96.0,86428.0,67,Moonlight Blue Metallic,Light Gray,8-Speed Automatic,AWD,WA1LFAFP3CA116534,2732
2014 Audi A6 3.0 TDI Prestige quattro,2014,Audi,Black,36998.0,Holiday Mazda,(855) 294-9011,4.9,96.0,32904.0,67,Brilliant Black,Black,8-Speed Automatic,AWD,WAUHMAFC3EN019003,2733
2017 Audi Q5 2.0T Premium quattro,2017,Audi,Black,38498.0,Holiday Mazda,(855) 294-9011,4.9,96.0,14776.0,67,Brilliant Black,Black,8-Speed Automatic,AWD,WA1M2AFP5HA078716,2734
2013 Audi TT 2.0T Premium Plus,2013,Audi,Black,27996.0,Marengo Auto Group,(815) 572-4336,5.0,20.0,19266.0,68,Black,Black,6-SPEED A/T,All Wheel Drive,TRUSFAFK3D1000702,2735
2017 Audi Q5 2.0T Premium quattro,2017,Audi,Black,32996.0,Russ Darrow Mazda,(414) 269-8762,4.7,433.0,20855.0,68,Brilliant Black,Black,8-Speed Automatic,AWD,WA1C2AFP7HA095772,2736
2012 Audi Q5 2.0T Premium Plus quattro,2012,Audi,Black,16911.0,Ewald Chrysler Jeep Dodge RAM,(414) 377-4903,4.8,337.0,82725.0,68,Black,,8-Speed Automatic,AWD,WA1LFAFP9CA138831,2737
2018 Audi A6 2.0T Premium Plus,2018,Audi,Blue,55560.0,International Autos,(414) 203-5342,3.8,56.0,0.0,68,Moonlight Blue Metallic,Nougat Brown,8-Speed Automatic,AWD,WAUG8AFC9JN016262,2738
2015 Audi A7 3.0T Premium Plus quattro,2015,Audi,Black,37435.0,International Autos,(414) 269-8729,3.8,56.0,49532.0,68,Mythos Black Metallic,Black,8-Speed Automatic,AWD,WAUWGAFC5FN007063,2739
2017 Audi Q5 2.0T Premium quattro,2017,Audi,White,36000.0,International Autos,(414) 939-8502,3.8,56.0,4875.0,68,Ibis White,Black,8-Speed Automatic,AWD,WA1C2AFP8HA054700,2740
2018 Audi A3 2.0T Premium quattro,2018,Audi,White,39960.0,International Autos,(414) 203-5342,3.8,56.0,0.0,68,Ibis White,Black,6-Speed Automatic with Auto-Shift,AWD,WAUJ8GFF8J1002699,2741
2012 Audi A5 2.0T quattro,2012,Audi,Black,19998.0,CarMax Metro Parc,(414) 214-9772,4.0,2.0,53471.0,68,Black,Black,8-Speed Automatic w/Manual Shift,AWD,WAULFAFR3CA022223,2742
2013 Audi S4 3.0T Prestige,2013,Audi,Other,23990.0,Hometown Auto Sales,(262) 421-4659,5.0,1.0,76992.0,72,,,7-SPEED A/T,AWD,WAUBGAFL0DA153034,2743
2017 Audi A4 2.0T Premium quattro,2017,Audi,White,33967.0,Audi North Shore,(414) 375-2104,3.5,14.0,4323.0,72,Ibis White,Nougat Brown / Black,7-Speed Automatic with Auto-Shift,AWD,WAUANAF47HN008498,2744
2017 Audi A4 2.0T Premium quattro,2017,Audi,White,34967.0,Audi North Shore,(414) 375-2104,3.5,14.0,4959.0,72,Ibis White,Black,7-Speed Automatic with Auto-Shift,AWD,WAUANAF48HN009658,2745
2014 Audi A6 2.0T Premium Plus,2014,Audi,Black,23613.0,Andrew Toyota,(866) 786-0878,4.9,1461.0,33030.0,73,Phantom Black Pearl Effect,Black,8-SPEED A/T,All Wheel Drive,WAUGFAFC2EN060163,2746
2011 Audi S4 3.0 Premium Plus,2011,Audi,Gray,18699.0,Heiser Ford Lincoln,(414) 375-4242,5.0,664.0,89999.0,74,Quartz Gray Metallic,Black,7-Speed Automatic with Auto-Shift,AWD,WAUKGAFL3BA009300,2747
2015 Audi Q5 2.0T Premium Plus quattro,2015,Audi,Silver,31500.0,Lexus of Milwaukee,(414) 973-2600,5.0,9.0,15758.0,74,Florett Silver Metallic,Black,8-Speed Automatic,AWD,WA1LFAFP1FA078435,2748
2013 Audi Q7 3.0 TDI Premium,2013,Audi,Black,31633.0,Porsche Milwaukee North,(888) 481-5925,,,24232.0,74,Black,Black,8-Speed Automatic,AWD,WA1LMAFE1DD000897,2749
2012 Audi S4 3.0 Premium Plus,2012,Audi,Black,23953.0,Porsche Milwaukee North,(888) 481-5925,,,55721.0,74,Brilliant Black,Black / Red,7-Speed Automatic with Auto-Shift,AWD,WAUBGAFL7CA017613,2750
2014 Audi RS 5 4.2,2014,Audi,Gray,42740.0,Porsche Milwaukee North,(888) 481-5925,,,44824.0,74,Daytona Gray Pearl,Black,7-Speed Automatic with Auto-Shift,AWD,WUAC6AFR4EA901108,2751
2014 Audi Q5 Premium Plus,2014,Audi,Black,27995.0,"AutoSource Motors, Inc.",(414) 455-6995,4.9,162.0,39580.0,76,Brilliant Black,Black,8-SPEED A/T,All Wheel Drive,WA1CMAFP4EA065828,2752
2014 Audi Q7 3.0L TDI Premium Plus,2014,Audi,Silver,30998.0,"AutoSource Motors, Inc.",(414) 455-6995,4.9,162.0,29869.0,76,Ice Silver Metallic,Black,8-SPEED A/T,All Wheel Drive,WA1LMAFE6ED011671,2753
2015 Audi A6 3.0L TDI Premium Plus,2015,Audi,Gray,35998.0,"AutoSource Motors, Inc.",(414) 455-6995,4.9,162.0,14530.0,76,Oolong Gray Metallic,Black,8-SPEED A/T,All Wheel Drive,WAUFMBFC2FN031335,2754
2015 Audi A3 2.0T Premium,2015,Audi,Silver,19999.0,"AutoSource Motors, Inc.",(414) 455-6995,4.9,162.0,22174.0,76,Ice Silver Metallic,Black,6-SPEED A/T,All Wheel Drive,WAUBFGFF8F1011825,2755
2014 Audi A8 L 3.0 TDI,2014,Audi,Black,33998.0,"AutoSource Motors, Inc.",(414) 455-6995,4.9,162.0,59788.0,76,Phantom Black Pearl Effect,Black,8-SPEED A/T,All Wheel Drive,WAURMAFD8EN001027,2756
2013 Audi Q7 3.0L TDI Premium Plus,2013,Audi,Black,26995.0,"AutoSource Motors, Inc.",(414) 455-6995,4.9,162.0,52917.0,76,Orca Black Metallic,Cardamom,8-SPEED A/T,All Wheel Drive,WA1LMAFE8DD006454,2757
2010 Audi S5 Prestige,2010,Audi,Black,19995.0,"AutoSource Motors, Inc.",(414) 455-6995,4.9,162.0,48138.0,76,Brilliant Black,Black,7-SPEED A/T,All Wheel Drive,WAUVGAFH8AN010779,2758
2015 Audi Q5 Premium Plus,2015,Audi,Blue,28995.0,"AutoSource Motors, Inc.",(414) 455-6995,4.9,162.0,39269.0,76,Moonlight Blue Metallic,Black,8-SPEED A/T,All Wheel Drive,WA1CMAFP3FA077731,2759
2015 Audi Q7 3.0L TDI Premium Plus,2015,Audi,Gray,33995.0,"AutoSource Motors, Inc.",(414) 455-6995,4.9,162.0,31556.0,76,Graphite Gray Metallic,Black,8-SPEED A/T,All Wheel Drive,WA1LMAFE3FD021737,2760
2011 Audi A6 3.0T Prestige,2011,Audi,Blue,14588.0,"AutoSource Motors, Inc.",(414) 455-6995,4.9,162.0,77614.0,76,Night Blue Pearl,Cardamom Beige,6-SPEED A/T,All Wheel Drive,WAUKGAFB9BN063894,2761
2008 Audi A4 2.0T quattro,2008,Audi,Blue,6999.0,Gateway Motors,(414) 208-4991,4.9,52.0,101862.0,77,Blue,,6-Speed Automatic,AWD,WAUDF78E88A094639,2762
2015 Audi A8 L 4.0T,2015,Audi,White,49480.0,VROOM (Milwaukee),(877) 682-3020,,,16038.0,73,White,Gray,8-Speed Automatic w/OD,AWD,WAU32AFD7FN011805,2763
2017 Audi Q3 2.0T Premium Plus,2017,Audi,Gray,33980.0,VROOM (Milwaukee),(877) 682-3020,,,2611.0,73,Gray,Black,6-Speed Automatic w/OD,AWD,WA1JCCFS4HR006827,2764
2016 Audi S6 Prestige,2016,Audi,Black,56480.0,VROOM (Milwaukee),(877) 682-3020,,,17349.0,73,Black,Black,7-Speed Auto-Shift Manual w/OD,AWD,WAUH2AFC0GN040156,2765
2015 Audi Q7 3.0T S line Prestige,2015,Audi,Gray,36980.0,VROOM (Milwaukee),(877) 682-3020,,,47305.0,73,Gray,Black,8-Speed Automatic w/OD,AWD,WA1DGBFE6FD002259,2766
2016 Audi A7 3.0T Premium Plus,2016,Audi,Black,42480.0,VROOM (Milwaukee),(877) 682-3020,,,37603.0,73,Black,Black,8-Speed Automatic w/OD,AWD,WAUWGAFC6GN080847,2767
2015 Audi Q5 2.0T Premium,2015,Audi,Silver,26230.0,VROOM (Milwaukee),(877) 682-3020,,,50465.0,73,Silver,Black,8-Speed Automatic w/OD,AWD,WA1LFAFP7FA056486,2768
2017 Audi A6 2.0T Premium,2017,Audi,Gray,40730.0,VROOM (Milwaukee),(877) 682-3020,,,5688.0,73,Gray,Tan,7-Speed Auto-Shift Manual w/OD,FWD,WAUD8AFC5HN059056,2769
2014 Audi allroad Premium Plus,2014,Audi,Blue,24730.0,VROOM (Milwaukee),(877) 682-3020,,,57373.0,73,Blue,Tan,8-Speed Automatic w/OD,AWD,WA1UFAFL4EA040133,2770
2014 Audi Q7 3.0T Premium,2014,Audi,Black,28230.0,VROOM (Milwaukee),(877) 682-3020,,,51734.0,73,Black,Black,8-Speed Automatic w/OD,AWD,WA1LGAFE1ED002562,2771
2014 Audi A4 2.0T Premium quattro,2014,Audi,Gray,21230.0,VROOM (Milwaukee),(877) 682-3020,,,27708.0,73,Gray,Black,8-Speed Automatic w/OD,AWD,WAUBFAFL9EN039725,2772
2015 Audi A6 2.0T Premium,2015,Audi,White,27480.0,VROOM (Milwaukee),(877) 682-3020,,,23548.0,73,White,Black,8-Speed Automatic w/OD,AWD,WAUGFAFC3FN034138,2773
2014 Audi Q7 3.0 TDI Premium,2014,Audi,White,28980.0,VROOM (Milwaukee),(877) 682-3020,,,74337.0,73,White,Tan,8-Speed Automatic w/OD,AWD,WA1LMAFE7ED002316,2774
2015 Audi Q7 3.0 TDI Premium,2015,Audi,Gray,36230.0,VROOM (Milwaukee),(877) 682-3020,,,43814.0,73,Gray,Gray,8-Speed Automatic w/OD,AWD,WA1LMAFE6FD009436,2775
2014 Audi S7 Prestige,2014,Audi,Silver,45730.0,VROOM (Milwaukee),(877) 682-3020,,,24864.0,73,Silver,Black,7-Speed Auto-Shift Manual w/OD,AWD,WAUW2AFCXEN085030,2776
2016 Audi A6 3.0T Premium Plus,2016,Audi,Black,31980.0,VROOM (Milwaukee),(877) 682-3020,,,55010.0,73,Black,Black,8-Speed Automatic w/OD,AWD,WAUFGAFC1GN005294,2777
2015 Audi Q5 2.0T Premium,2015,Audi,Gray,29730.0,VROOM (Milwaukee),(877) 682-3020,,,35935.0,73,Gray,Black,8-Speed Automatic w/OD,AWD,WA1LFAFPXFA109911,2778
2016 Audi Q5 2.0T Premium,2016,Audi,Gray,34230.0,VROOM (Milwaukee),(877) 682-3020,,,16969.0,73,Gray,Black,8-Speed Automatic w/OD,AWD,WA1L2AFP5GA138553,2779
2018 Audi Q3 2.0T Premium,2018,Audi,White,31730.0,VROOM (Milwaukee),(877) 682-3020,,,4882.0,73,White,Brown,6-Speed Automatic w/OD,FWD,WA1BCCFS6JR014504,2780
2017 Audi Q5 Premium,2017,Audi,Silver,33980.0,VROOM (Milwaukee),(877) 682-3020,,,21019.0,73,Silver,Black,8-Speed Automatic w/OD,AWD,WA1C2AFP2HA078054,2781
2017 Audi A6 Prestige,2017,Audi,White,47980.0,VROOM (Milwaukee),(877) 682-3020,,,9564.0,73,White,Black,8-Speed Automatic w/OD,AWD,WAUH2AFC6HN089153,2782
2015 Audi Q7 3.0T Premium,2015,Audi,Black,30980.0,VROOM (Milwaukee),(877) 682-3020,,,59516.0,73,Black,Black,8-Speed Automatic w/OD,AWD,WA1LGAFE3FD016299,2783
2014 Audi allroad Premium,2014,Audi,Black,24230.0,VROOM (Milwaukee),(877) 682-3020,,,38575.0,73,Black,Brown,8-Speed Automatic w/OD,AWD,WA1TFAFL8EA148718,2784
2017 Audi A6 Prestige,2017,Audi,Red,47480.0,VROOM (Milwaukee),(877) 682-3020,,,13539.0,73,Red,Black,Automatic,AWD,WAUH2AFC5HN044155,2785
2015 Audi A3 2.0T Premium quattro,2015,Audi,Silver,23980.0,VROOM (Milwaukee),(877) 682-3020,,,32382.0,73,Silver,Black,6-Speed Auto-Shift Manual w/OD,AWD,WAU7FLFF2F1037853,2786
2015 Audi A6 3.0T Prestige,2015,Audi,Gray,28730.0,VROOM (Milwaukee),(877) 682-3020,,,43456.0,73,Gray,Tan,Automatic,AWD,WAUHGAFC2FN024993,2787
2015 Audi A4 2.0T Premium,2015,Audi,Silver,23730.0,VROOM (Milwaukee),(877) 682-3020,,,19785.0,73,Silver,Tan,8-Speed CVT w/OD,FWD,WAUAFAFL6FN032874,2788
2015 Audi Q5 2.0T Premium,2015,Audi,Black,29730.0,VROOM (Milwaukee),(877) 682-3020,,,39960.0,73,Black,Brown,8-Speed Automatic w/OD,AWD,WA1LFAFP9FA024655,2789
2014 Audi S7 Prestige,2014,Audi,Black,36900.0,MSI Auto Sales,(608) 478-2670,3.9,12.0,84938.0,6,Black,Black,7-SPEED A/T,All Wheel Drive,WAUW2AFC9EN038958,2790
2016 Audi A5 2.0T Premium Plus quattro,2016,Audi,Red,37800.0,Schoepp Motors West,(608) 729-3822,4.8,1543.0,9508.0,6,Red,,8-Speed Automatic,AWD,WAUM2AFH5GN002237,2791
2015 Audi A3 1.8T Premium,2015,Audi,White,21995.0,Schoepp Motors West,(608) 729-3822,4.8,1543.0,13862.0,6,White,,6-Speed Automatic with Auto-Shift,FWD,WAUACHFF5F1110063,2792
2012 Audi A4 2.0T Premium,2012,Audi,Silver,15997.0,Metro Kia of Madison,(608) 318-4022,4.6,24.0,80630.0,7,Silver,,8-SPEED A/T,All Wheel Drive,WAUBFAFL5CN005214,2793
2013 Audi S5 3.0T Premium Plus quattro,2013,Audi,Silver,34500.0,Kunes Country Chevrolet Cadillac of Delavan,(262) 586-4283,4.7,720.0,48768.0,49,Silver,Black,7-Speed Automatic with Auto-Shift,AWD,WAUVGAFH3DN009222,2794
2018 Audi Q3 2.0T Premium Plus,2018,Audi,Gray,43625.0,Napleton Autowerks Loves Park,(815) 916-4212,4.9,522.0,0.0,55,Daytona Gray Pearl Effect,Black,6-Speed Automatic,AWD,WA1JCCFS9JR021958,2795
2015 Audi Q7 3.0T S Line Prestige,2015,Audi,Gray,35750.0,Napleton Autowerks Loves Park,(888) 231-8946,4.9,522.0,45164.0,55,Gray,,8-Speed Automatic,AWD,WA1DGAFE9FD003237,2796
2016 Audi A6 3.0 TDI Premium Plus quattro,2016,Audi,White,58879.0,Napleton Autowerks Loves Park,(815) 916-4212,4.9,522.0,0.0,55,Ibis White,Black,8-Speed Automatic,AWD,WAUFMAFC7GN000707,2797
2018 Audi A3 2.0T Premium quattro,2018,Audi,Black,43335.0,Napleton Autowerks Loves Park,(815) 916-4212,4.9,522.0,0.0,55,Brilliant Black / Black Roof,Black,6-Speed Automatic with Auto-Shift,AWD,WAU78LFF8J1041053,2798
2018 Audi A6 3.0T Premium quattro,2018,Audi,White,62550.0,Napleton Autowerks Loves Park,(815) 916-4212,4.9,522.0,0.0,55,Glacier White Metallic,Black,8-Speed Automatic,AWD,WAUG3AFCXJN044604,2799
2018 Audi Q5 2.0T Premium,2018,Audi,Silver,52725.0,Napleton Autowerks Loves Park,(815) 916-4212,4.9,522.0,0.0,55,Florett Silver Metallic,Black,7-Speed Automatic with Auto-Shift,AWD,WA1BNAFY5J2099752,2800
2018 Audi A4 2.0T Premium Plus,2018,Audi,Silver,49150.0,Napleton Autowerks Loves Park,(815) 916-4212,4.9,522.0,0.0,55,Florett Silver Metallic,Black,7-Speed Automatic with Auto-Shift,AWD,WAUENAF48JA074377,2801
2018 Audi A4 2.0T Prestige,2018,Audi,Blue,54550.0,Napleton Autowerks Loves Park,(815) 916-4212,4.9,522.0,0.0,55,Scuba Blue Metallic,Nougat Brown / Black,7-Speed Automatic with Auto-Shift,AWD,WAUFNBF43JA127013,2802
2018 Audi Q7 3.0T Premium,2018,Audi,White,71345.0,Napleton Autowerks Loves Park,(815) 916-4212,4.9,522.0,0.0,55,Glacier White Metallic,Black,8-Speed Automatic,AWD,WA1VAAF76JD027642,2803
2018 Audi Q3 2.0T Premium Plus,2018,Audi,Gray,41500.0,Napleton Autowerks Loves Park,(815) 916-4212,4.9,522.0,0.0,55,Daytona Gray Pearl Effect,Black,6-Speed Automatic,AWD,WA1JCCFS7JR019349,2804
2018 Audi Q5 2.0T Premium,2018,Audi,Gray,54375.0,Napleton Autowerks Loves Park,(815) 916-4212,4.9,522.0,0.0,55,Monsoon Gray Metallic,Black,7-Speed Automatic with Auto-Shift,AWD,WA1BNAFY7J2116437,2805
