name,VIN,make,model,year,price,miles,Exterior Color,Interior Color,Seller Name,Seller Phone,Transmission,Drivetrain
2017 LEXUS LX,JTJHY7AX3H4241665,Lexus,LX 570,2017,82500,13575,Black Onyx,BLACK,Lexus of Milwaukee,(414) 386-1368,,4-Wheel Drive
2018 LEXUS LX,JTJHY7AX5J4263575,Lexus,LX 570,2018,83000,8,Atomic Silver,VQ21 BLACK,Lexus of Milwaukee,(414) 386-1368,,4-Wheel Drive
2013 LEXUS LS,JTHDL5EF1D5005508,Lexus,LS 460,2013,37000,45526,Liquid Platinum,BLACK,Lexus of Milwaukee,(414) 386-1368,Automatic,All Wheel Drive
2014 LEXUS LS,JTHCL5EF6E5019773,Lexus,LS 460,2014,36900,64822,Obsidian,PARCHMENT,Lexus of Milwaukee,(414) 386-1368,Automatic,All Wheel Drive
2014 LEXUS LS,JTHCL5EF8E5022772,Lexus,LS 460,2014,37000,50299,Obsidian,BLACK W/SADDLELEATHER,Lexus of Milwaukee,(414) 386-1368,Automatic,All Wheel Drive
2008 LEXUS GX,JTJBT20X580171358,Lexus,GX 470,2008,13000,161541,Salsa Red Pearl,DARK GRAY,Lexus of Milwaukee,(414) 386-1368,Automatic,4-Wheel Drive
2013 LEXUS GX,JTJJM7FX0D5057083,Lexus,GX 460,2013,26000,105055,Black Onyx,ECRU,Lexus of Milwaukee,(414) 386-1368,Automatic,4-Wheel Drive
2015 LEXUS GX,JTJJM7FX0F5115681,Lexus,GX 460,2015,45000,11683,Claret Mica,BLACK,Lexus of Milwaukee,(414) 386-1368,Automatic,4-Wheel Drive
2016 LEXUS GX,JTJJM7FX2G5121189,Lexus,GX 460,2016,49000,13407,Claret Mica,BLACK,Lexus of Milwaukee,(414) 386-1368,Automatic,4-Wheel Drive
2013 LEXUS GX,JTJBM7FX7D5052094,Lexus,GX 460,2013,27400,73696,Black Onyx,BLACK,Lexus of Milwaukee,(414) 386-1368,Automatic,4-Wheel Drive
2017 LEXUS GX,JTJBM7FX6H5162317,Lexus,GX 460,2017,48500,16160,Black Onyx,BLACK,Lexus of Milwaukee,(414) 386-1368,Automatic,4-Wheel Drive
2017 LEXUS GX,JTJBM7FX8H5156860,Lexus,GX 460,2017,48000,25700,Black Onyx,BLACK,Lexus of Milwaukee,(414) 386-1368,Automatic,4-Wheel Drive
2017 LEXUS GX,JTJBM7FX7H5155750,Lexus,GX 460,2017,48000,21000,Black Onyx,BLACK,Lexus of Milwaukee,(414) 386-1368,Automatic,4-Wheel Drive
2017 LEXUS GX,JTJBM7FX0H5158263,Lexus,GX 460,2017,48000,17667,Starfire Pearl,SEPIA,Lexus of Milwaukee,(414) 386-1368,Automatic,4-Wheel Drive
2018 LEXUS GX,JTJBM7FX4J5183673,Lexus,GX 460,2018,56000,2487,Silver Lining Metallic,SEPIA,Lexus of Milwaukee,(414) 386-1368,,
2010 LEXUS ES,JTHBK1EG8A2350964,Lexus,ES 350,2010,11900,132635,Obsidian,PARCHMENT,Lexus of Milwaukee,(414) 386-1368,Automatic,Front Wheel Drive
2012 LEXUS ES,JTHBK1EG8C2500509,Lexus,ES 350,2012,17700,53615,Nebula Gray Pearl,LIGHT GRAY,Lexus of Milwaukee,(414) 386-1368,Automatic,Front Wheel Drive
2012 LEXUS ES,JTHBK1EG1C2473704,Lexus,ES 350,2012,16500,68100,Truffle Mica,PARCHMENT,Lexus of Milwaukee,(414) 386-1368,Automatic,Front Wheel Drive
2014 LEXUS ES,JTHBK1GG7E2129682,Lexus,ES 350,2014,21300,70183,Silver Lining Metallic,BLACK,Lexus of Milwaukee,(414) 386-1368,Automatic,Front Wheel Drive
2016 LEXUS ES,JTHBK1GG0G2242392,Lexus,ES 350,2016,35800,1052,Eminent White Pearl,FLAXEN,Lexus of Milwaukee,(414) 386-1368,Automatic,Front Wheel Drive
2017 LEXUS ES,58ABK1GG0HU071400,Lexus,ES 350,2017,35000,17500,Nebula Gray Pearl,FLAXEN,Lexus of Milwaukee,(414) 386-1368,Automatic,Front Wheel Drive
2017 LEXUS ES,58ABK1GG3HU078597,Lexus,ES 350,2017,37200,9586,Obsidian,BLACK,Lexus of Milwaukee,(414) 386-1368,Automatic,Front Wheel Drive
2017 LEXUS ES,58ABK1GGXHU073588,Lexus,ES 350,2017,36500,9822,Caviar,BLACK,Lexus of Milwaukee,(414) 386-1368,Automatic,Front Wheel Drive
2017 LEXUS ES,58ABK1GG4HU071318,Lexus,ES 350,2017,38000,5752,Eminent White Pearl,BEIGE,Lexus of Milwaukee,(414) 386-1368,Automatic,Front Wheel Drive
2016 LEXUS CT,JTHKD5BH0G2277676,Lexus,CT 200h,2016,26000,11498,Ultrasonic Blue Mica w Black Roof,BLACK,Lexus of Milwaukee,(414) 386-1368,Automatic,Front Wheel Drive
2007 Lexus ES 350 Sedan,JTHBJ46GX72074962,Lexus,ES 350,2007,8495,139087,Black,Leather,Manyo Motors,(414) 312-8611,Automatic,Front Wheel Drive
2006 LEXUS GS 300 Base Sedan,JTHCH96S160010658,Lexus,GS 300,2006,7495,164239,Black Onyx,BLACK,Diamond Jim's Motorcars,888-261-9579,Automatic,All Wheel Drive
2002 LEXUS RX 300 Base SUV,JTJHF10U220261141,Lexus,RX 300,2002,5997,168422,White,TAN,Diamond Jim's Motorcars,888-261-9579,Automatic,All Wheel Drive
2008 LEXUS RX 350 Base SUV,2T2HK31U38C083601,Lexus,RX 350,2008,13997,90316,Flint Mica,GRAY,Diamond Jim's Motorcars,888-261-9579,Automatic,All Wheel Drive
1998 LEXUS LX 470 Base SUV,JT6HT00W5W0022669,Lexus,LX 470,1998,5995,320929,Black Onyx/UCA76,TAN,Diamond Jim's Motorcars,888-261-9579,Automatic,All Wheel Drive
2007 LEXUS RX 350 Base SUV,2T2HK31U47C042702,Lexus,RX 350,2007,9495,126480,Flint Mica,SILVER,Diamond Jim's Motorcars,888-261-9579,Automatic,All Wheel Drive
2007 LEXUS ES 350 Base Sedan,JTHBJ46G972042956,Lexus,ES 350,2007,7997,165189,Gold,TAN,Diamond Jim's Motorcars,888-261-9579,Automatic,Front Wheel Drive
2010 LEXUS RX 350 Base SUV,JTJBK1BA1A2403857,Lexus,RX 350,2010,14995,138309,Starfire Pearl,GRAY,Diamond Jim's Motorcars,888-261-9579,Automatic,All Wheel Drive
2011 LEXUS CT 200h Base Hatchback,JTHKD5BH9B2034926,Lexus,CT 200h,2011,8997,120572,Obsidian,BLACK,Diamond Jim's Motorcars,888-261-9579,Automatic,Front Wheel Drive
2005 LEXUS RX 330 Base SUV,2T2HA31UX5C042493,Lexus,RX 330,2005,5777,199421,Blue,GRAY,Diamond Jim's Motorcars,888-261-9579,Automatic,All Wheel Drive
2005 LEXUS ES 330 Base Sedan,JTHBA30GX55067847,Lexus,ES 330,2005,4997,185715,Classic Silver Metallic,ASH,Diamond Jim's Motorcars,888-261-9579,Automatic,Front Wheel Drive
2011 Lexus RX 350 AWD,2T2BK1BA1BC086521,Lexus,RX 350,2011,21790,50803,Black,Select,Frontier Motor Cars Inc,414-282-7100,Automatic,All Wheel Drive
2013 LEXUS ES 350 Base Sedan,JTHBK1GG1D2062138,Lexus,ES 350,2013,18997,50069,Matador Red Mica,TAN,Diamond Jim's Motorcars,888-261-9579,Automatic,Front Wheel Drive
2011 LEXUS IS 250 4dr Sport Sdn Auto AWD Sedan 6 AWD,JTHCF5C26B5045857,Lexus,IS 250,2011,10999,122389,Matador Red Mica,BLACK,Braeger Ford,888-440-3578,Automatic,All Wheel Drive
2014 LEXUS RX 350,JTJBK1BA0E2038870,Lexus,RX 350,2014,26800,56013,Nebula Gray Pearl,BLACK,Griffin's Hub Chrysler Jeep Dodge Ram,888-578-4453,Automatic,All Wheel Drive
2013 Lexus RX 350 SUV,2T2BK1BA5DC204010,Lexus,RX 350,2013,,54703,Maroon,,Van Horn Latino,855-416-3161,Automatic,All Wheel Drive
2016 Lexus IS 300 Sedan,JTHCM1D20G5004788,Lexus,IS 300,2016,32630,7667,Red,Black,Van Horn Latino,855-416-3161,Automatic,All Wheel Drive
2013 Lexus IS 250 Sedan,JTHCF5C2XD5063992,Lexus,IS 250,2013,16750,60128,Silver,Black,Van Horn Latino,(855) 416-3161,Automatic,All Wheel Drive
2015 LEXUS NX 200t F Sport SUV,JTJBARBZ6F2018390,Lexus,NX 200t,2015,31640,41656,Gray,F SPORT BLACK,Gary Lang Auto Group,877-289-1712 866-415-5651,Automatic,All Wheel Drive
Pre-Owned 2008 Lexus GX 470 4WD 4dr,JTJBT20X480169259,Lexus,GX 470,2008,,170259,N/A,N/A,Gary Lang Auto Group,866-273-5124,Automatic,4-Wheel Drive
2008 Lexus GX 470 Sport Utility,JTJBT20X880149144,Lexus,GX 470,2008,15477,98394,Gold,Leather,Next Auto Sales,,Automatic,4-Wheel Drive
Used 2006 Lexus RX 330 4dr SUV AWD,JTJHA31U760103313,Lexus,RX 330,2006,9500,169715,Gray,Black,Rich's Car Corner,563-556-4161,Automatic,All Wheel Drive
Used 2004 Lexus ES 330 4dr Sdn,JTHBA30G145052118,Lexus,ES 330,2004,5500,160465,Silver,Black,Rich's Car Corner,563-556-4161,Automatic,Front Wheel Drive
Used 2008 Lexus ES 350 4dr Sdn,JTHBJ46G982195564,Lexus,ES 350,2008,9000,141715,Blue,Tan,Rich's Car Corner,563-556-4161,Automatic,Front Wheel Drive
2015 Lexus IS 250 IS250 AWD SEDAN,JTHCF1D28F5026644,Lexus,IS 250,2015,24995,32712,Matador Red Mica,Black,Autosource Motors Inc.,888-784-8893,Automatic,All Wheel Drive
Used 2015 Lexus ES 300h Hybrid,JTHBW1GG7F2082014,Lexus,ES 300h,2015,41900,21301,Black,,Alan Browne Chevrolet,888-658-2340 888-329-6383,Automatic,Front Wheel Drive
2009 LEXUS RX 350 Base SUV,2T2HK31U09C101859,Lexus,RX 350,2009,,142584,Unspecified,UNSPECIFIED,Bergstrom Scion,920-966-1616,Automatic,All Wheel Drive
2013 LEXUS GS 350 AWD Sedan,JTHCE1BL6D5006744,Lexus,GS 350,2013,26500,47538,Starfire Pearl,,Anderson-Weber Toyota,888-631-3882,Automatic,All Wheel Drive
2005 Lexus RX 330 AWD,2T2HA31U85C081115,Lexus,RX 330,2005,9950,127226,,,4 Wheels of Fox Lake,877-841-5611,Automatic,All Wheel Drive
2002 Lexus RX 300,JTJHF10U820270622,Lexus,RX 300,2002,,147384,Exterior,,"Ray Chevrolet, Inc.",501-843-3592,Automatic,All Wheel Drive
2010 Lexus RX 350,2T2BK1BA8AC031384,Lexus,RX 350,2010,10998,156685,Exterior,,"Ray Chevrolet, Inc.",501-843-3592,Automatic,All Wheel Drive
Used 2014 Lexus IS 250,JTHCF1D2XE5002117,Lexus,IS 250,2014,24500,37518,Silver Lining Metallic,Black,MAZDA OF CRYSTAL LAKE,,Automatic,All Wheel Drive
Used 2008 Lexus GX 470,JTJBT20X080159795,Lexus,GX 470,2008,14500,172704,White,,MAZDA OF CRYSTAL LAKE,,Automatic,4-Wheel Drive
2009 Lexus IS IS 250 AWD 6-Speed Sequential,JTHCK262292031147,Lexus,IS 250,2009,8999,97530,Silver,Black,Gateway Motors,(414) 208-1777,Automatic,All Wheel Drive
2014 LEXUS ES 350 4dr Sdn,JTHBK1GG8E2120893,Lexus,ES 350,2014,21494,61951,Gray,BLACK,Ewald's Venus Ford,888-319-2170,Automatic,Front Wheel Drive
Pre-Owned 2014 Lexus ES 350,JTHBK1GG8E2142215,Lexus,ES 350,2014,22000,36462,Red,Parchment,Honda of Kenosha,888-345-6878 888-275-0930,Automatic,Front Wheel Drive
Pre-Owned 2015 Lexus IS 250,JTHCF1D22F5019933,Lexus,IS 250,2015,25590,23611,Red,Black,Honda of Kenosha,888-345-6878 888-275-0930,Automatic,All Wheel Drive
2014 LEXUS GX 460 Base SUV,JTJBM7FX9E5079525,Lexus,GX 460,2014,36550,29465,Tungsten Pearl,ECRU,Dubuque Auto Plaza,877-565-9232 877-610-8023,Automatic,4-Wheel Drive
2010 LEXUS ES 350 Base Sedan,JTHBK1EG6A2389732,Lexus,ES 350,2010,13534,95212,Cerulean Blue Metallic,LIGHT GRAY,Dubuque Auto Plaza,877-565-9232 877-610-8023,Automatic,Front Wheel Drive
2014 LEXUS CT 200h Hatchback,JTHKD5BH2E2191492,Lexus,CT 200h,2014,21046,23505,Charcoal,BLACK,Dubuque Auto Plaza,877-565-9232 877-610-8023,Automatic,Front Wheel Drive
Used 2015 Lexus RX 350 AWD 4dr,2T2BK1BAXFC330835,Lexus,RX 350,2015,32884,28106,Gray,Light Gray,Richardson Motors,563-690-5086,Automatic,All Wheel Drive
2004 LEXUS RX 330 Base SUV All-wheel Drive,2T2HA31U64C033613,Lexus,RX 330,2004,9974,110024,,,Raymond Chevrolet-Kia,877-858-8879 866-373-2325,Automatic,All Wheel Drive
Pre-Owned 2014 Lexus IS 350 4D Sedan AWD,JTHCE1D28E5004600,Lexus,IS 350,2014,26999,67629,Starfire Pearl,Rioja Red,Brilliance Honda in Crystal Lake,888-259-7080 888-259-7257,Automatic,All Wheel Drive
Pre-Owned 2015 Lexus RX AWD,2T2BK1BA0FC275327,Lexus,RX 350,2015,28998,47693,Blue,Light Gray,Pauly Toyota/Scion,877-654-8261 888-221-2806,Automatic,All Wheel Drive
Pre-Owned 2004 Lexus RX AWD,2T2HA31U24C034449,Lexus,RX 330,2004,7095,179959,Gray,Black,Pauly Toyota/Scion,877-654-8261 888-221-2806,Automatic,All Wheel Drive
2014 LEXUS GX 460 Luxury SUV,JTJJM7FX0E5076797,Lexus,GX 460,2014,37991,48986,Black Onyx,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,4-Wheel Drive
2009 LEXUS LS 460 L Sedan,JTHDL46F895000662,Lexus,LS 460,2009,22800,84411,Verdigris Mica,ALABASTER,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2014 LEXUS IS 350 350 Sedan,JTHCE1D26E5003946,Lexus,IS 350,2014,30995,24479,,,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2016 LEXUS IS 350 350 Sedan,JTHCE1D29G5010439,Lexus,IS 350,2016,34850,32321,Atomic Silver,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2008 LEXUS IS 250 Base Sedan,JTHCK262382024867,Lexus,IS 250,2008,9500,118245,Mercury Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2004 LEXUS GX 470 Base SUV,JTJBT20X840034022,Lexus,GX 470,2004,10963,101515,Silver Pine,GRAY,Zeigler Nissan Gurnee,847-265-1122,Automatic,4-Wheel Drive
2013 LEXUS GX 460 Premium AWD Premium SUV,JTJJM7FX4D5054140,Lexus,GX 460,2013,32491,39293,Satin Cashmere Metallic,,Zeigler Nissan Gurnee,847-265-1122,Automatic,4-Wheel Drive
2005 LEXUS RX 330 330 SUV,2T2HA31U95C058944,Lexus,RX 330,2005,10995,85861,Black Onyx,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2013 LEXUS IS 250 250 Sedan,JTHCF5C22D5063596,Lexus,IS 250,2013,19599,52682,Ultra White,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2015 LEXUS RX 350 SUV,2T2BK1BA1FC269892,Lexus,RX 350,2015,26594,66436,Starfire Pearl,PARCHMENT,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2015 LEXUS RX 350 SUV,2T2BK1BA4FC255159,Lexus,RX 350,2015,27133,48915,Nebula Gray Pearl,LIGHT GRAY,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2010 LEXUS RX 350 SUV,2T2BK1BA6AC079885,Lexus,RX 350,2010,14105,128275,Cerulean Blue Metallic,PARCHMENT,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2015 LEXUS RC 350 350 Coupe,JTHSE5BC0F5000895,Lexus,RC 350,2015,31300,26660,Atomic Silver,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2016 LEXUS NX 200t Base Crossover,JTJYARBZ9G2033722,Lexus,NX 200t,2016,29391,8438,Obsidian,,Zeigler Nissan Gurnee,847-265-1122,Automatic,Front Wheel Drive
2004 LEXUS ES 330 Base Sedan,JTHBA30G845031122,Lexus,ES 330,2004,,231788,Silver,,Zeigler Nissan Gurnee,847-265-1122,Automatic,Front Wheel Drive
2008 LEXUS ES 350 Sedan,JTHBJ46G582260815,Lexus,ES 350,2008,8600,134786,Smoky Granite Mica,LIGHT GRAY,Zeigler Nissan Gurnee,847-265-1122,Automatic,Front Wheel Drive
2014 LEXUS ES 350 Navigation,JTHBK1GG3E2086507,Lexus,ES 350,2014,21995,49107,Satin Cashmere,BLACK,CJ Wilson Mazda of Lake Villa,847-245-7600,Automatic,Front Wheel Drive
2015 LEXUS ES 350 Navigation,JTHBK1GG7F2182819,Lexus,ES 350,2015,24995,31595,Nebula Gray Pearl,LIGHT GRAY,CJ Wilson Mazda of Lake Villa,847-245-7600,Automatic,Front Wheel Drive
2003 Lexus GS 300,JT8BD69S430178596,Lexus,GS 300,2003,6995,110970,Silver,,Lot 31 Auto Sales,888-627-0290,Automatic,Rear Wheel Drive
2004 Lexus ES 330,JTHBA30G645038974,Lexus,ES 330,2004,,70465,SILVER,GRAY,Boutique Motors Inc,224-249-3776,Automatic,Front Wheel Drive
2000 Lexus ES 300,JT8BF28G3Y5085692,Lexus,ES 300,2000,,125347,SILVER,GRAY,Boutique Motors Inc,224-249-3776,Automatic,Front Wheel Drive
2015 LEXUS RX 350 SUV,2T2BK1BA6FC334896,Lexus,RX 350,2015,,19622,Starfire Pearl,,Porcaro Mitsubishi,888-688-8695,Automatic,All Wheel Drive
2015 LEXUS IS 250 Sedan,JTHCF1D28F5029060,Lexus,IS 250,2015,31980,19586,White,,Porcaro Mitsubishi,888-688-8695,Automatic,All Wheel Drive
2004 LEXUS RX 330 Base SUV,JTJHA31U140060679,Lexus,RX 330,2004,10990,89653,Black Onyx,BLACK,Gentile Hyundai,866-994-9831,Automatic,All Wheel Drive
Pre-Owned 2015 Lexus GX 460,JTJBM7FX5F5106219,Lexus,GX 460,2015,42225,16395,Black,Ecru,Frank Boucher Kia,262-886-2886,Automatic,4-Wheel Drive
2012 LEXUS RX 350 350 AWD,2T2BK1BA9CC122957,Lexus,RX 350,2012,,56666,Obsidian,BLACK,Palmen Dodge Chrysler Jeep,855-457-7752,Automatic,All Wheel Drive
2014 LEXUS IS 250 250 Sedan,JTHCF1D24E5009550,Lexus,IS 250,2014,,68077,Obsidian,BLACK,Palmen Dodge Chrysler Jeep,855-457-7752,Automatic,All Wheel Drive
2004 Lexus RX 330 4WD,JTJHA31U240016223,Lexus,RX 330,2004,4995,222032,Silver,Leather,Pascarella Auto Sales,920-230-3030,Automatic,All Wheel Drive
2017 Lexus IS 300 AWD Sedan,JTHCM1D27H5025154,Lexus,IS 300,2017,38500,2856,Atomic Silver,Black w/Silver Performance Trim,Jacobson Auto Sales Inc,920-235-3040,,
2016 Lexus IS 300 AWD F Sport Sedan,JTHCM1D26G5004827,Lexus,IS 300,2016,34800,9312,Ultra White,Rioja Red w/Silver Performance Trim,Jacobson Auto Sales Inc,920-235-3040,Automatic,All Wheel Drive
2015 Lexus IS 250,JTHBF1D23F5074550,Lexus,IS 250,2015,24999,,,,Responsive Dealer Website,920-230-1111,Automatic,Rear Wheel Drive
2005 LEXUS RX 330 Elite SUV V6 24V MPFI DOHC,2T2HA31U45C067843,Lexus,RX 330,2005,9995,135105,Light Ice Blue,GREY,Garbo Motor Sales,866-673-8750,Automatic,All Wheel Drive
Used 2005 Lexus RX 330,2T2HA31U65C064460,Lexus,RX 330,2005,7600,130585,N/A,N/A,Dekalb Sycamore Chevrolet Cadillac GMC,888-776-7860 888-476-5859,Automatic,All Wheel Drive
2011 LEXUS ES 350 Sedan,JTHBK1EG0B2418904,Lexus,ES 350,2011,13991,84299,Deep Sea Mica,,Brian Bemis Auto World Inc,815-895-8105,Automatic,Front Wheel Drive
2011 LEXUS LS 460 Sedan,JTHCL5EF8B5009550,Lexus,LS 460,2011,18991,94784,,,Brian Bemis Auto World Inc,815-895-8105,Automatic,All Wheel Drive
2015 LEXUS IS 350 F-Sport AWD Sedan,JTHCE1D21F5008053,Lexus,IS 350,2015,32986,18125,,,Brian Bemis Auto World Inc,815-895-8105,Automatic,All Wheel Drive
Used 2006 Lexus RX 330,2T2HA31U36C104009,Lexus,RX 330,2006,8900,132896,Green,N/A,DEKALB SYCAMORE CADILLAC,,Automatic,All Wheel Drive
Used 2008 Lexus RX 350,2T2HK31U38C055524,Lexus,RX 350,2008,11464,127219,Blue,N/A,DEKALB SYCAMORE CADILLAC,,Automatic,All Wheel Drive
2014 Lexus RX 350,2T2BK1BAXEC229681,Lexus,RX 350,2014,27999,60235,SILVER,,cars815.com,866-863-4167,Automatic,All Wheel Drive
Preowned 2009 Lexus ES 350,JTHBJ46G792329120,Lexus,ES 350,2009,,43898,N/A,N/A,LYNCH CHEVROLET OF KENOSHA,262-694-9300,Automatic,Front Wheel Drive
2015 Lexus RX 350,2T2BK1BAXFC254064,Lexus,RX 350,2015,29998,28000,Silver,Gray,Carmax Kenosha,262-857-6212,Automatic,All Wheel Drive
2016 Lexus NX 200t,JTJBARBZ6G2061872,Lexus,NX 200t,2016,31998,15000,Black,Black,Carmax Kenosha,262-857-6212,Automatic,All Wheel Drive
2013 Lexus GS 350,JTHCE1BL2D5006806,Lexus,GS 350,2013,26998,33000,Red,Black,Carmax Kenosha,262-857-6212,Automatic,All Wheel Drive
2014 Lexus ES 350,JTHBK1GG4E2134127,Lexus,ES 350,2014,24998,24000,Black,Black,Carmax Kenosha,262-857-6212,Automatic,Front Wheel Drive
2011 Lexus IS 250,JTHCF5C23B5045380,Lexus,IS 250,2011,15498,81245,Obsidian,Black,Kenosha Nissan,(855) 902-6420,Automatic,All Wheel Drive
2007 Lexus ES 350,JTHBJ46G672091757,Lexus,ES 350,2007,13998,86000,Red,Tan,Carmax Kenosha,262-857-6212,Automatic,Front Wheel Drive
2015 Lexus GS 350 Crafted Line,JTHCE1BL0FA003204,Lexus,GS 350,2015,33998,44000,White,Red,Carmax Kenosha,262-857-6212,Automatic,All Wheel Drive
2009 Lexus IS F Navi/Mark Levinson Audio Pkg Clean Carfax!,JTHBP262595005573,Lexus,IS F,2009,29999,52903,Smoky Granite Mica,Black,XL Auto Group,888-693-1642,Automatic,Rear Wheel Drive
2007 Lexus LS 460 Clean Carfax! Navi/Mark Levinson Sound Pkg!,JTHBL46F175018439,Lexus,LS 460,2007,9999,156113,Mercury Metallic,Light Gray,XL Auto Group,888-693-1642,Automatic,Rear Wheel Drive
,JTHCE96SX70011835,Lexus,GS 350,2007,8480,149625,Blue,Tan,1 Price Auto Sales,,Automatic,All Wheel Drive
2014 Lexus ES 350 Base,JTHBK1GG1E2109900,Lexus,ES 350,2014,19995,81042,Silver,Black,Dan Stepler's Auto World,877-781-8955,Automatic,Front Wheel Drive
2015 Lexus GS350 Awd F Sport Navigation,JTHCE1BL3FA008039,Lexus,GS 350,2015,33977,20884,Exterior: Starfire Pearl,,Cucci Ford,888-554-0855,Automatic,All Wheel Drive
2012 Lexus ES 350 Sedan,JTHBK1EG5C2506557,Lexus,ES 350,2012,11995,137767,Black,Select,Economy Plus Auto Sales,,Automatic,Front Wheel Drive
2013 Lexus ES 350 Sedan,JTHBK1GG0D2010483,Lexus,ES 350,2013,17995,70896,LT BLU,Select,Economy Plus Auto Sales,,Automatic,Front Wheel Drive
2008 Lexus ES 350 Sedan,JTHBJ46G482170720,Lexus,ES 350,2008,10998,69599,Black,Select,Economy Plus Auto Sales,,Automatic,Front Wheel Drive
2009 Lexus RX 350 AWD,2T2HK31U09C102512,Lexus,RX 350,2009,12399,107488,Black,Select,Economy Plus Auto Sales,,Automatic,All Wheel Drive
2006 Lexus IS IS 250 AWD,JTHCK262762001251,Lexus,IS 250,2006,6995,141225,Silver,Leather,Economy Plus Auto Sales,,Automatic,All Wheel Drive
2004 Lexus RX 330 4WD,2T2HA31U64C002295,Lexus,RX 330,2004,7995,121013,Gold,Select,Economy Plus Auto Sales,,Automatic,All Wheel Drive
2006 Lexus GS GS 300 AWD,JTHCH96S760019543,Lexus,GS 300,2006,7995,127201,Blue,Select,Economy Plus Auto Sales,,Automatic,All Wheel Drive
2007 Lexus ES 350 Sedan,JTHBJ46G272038473,Lexus,ES 350,2007,9199,104132,Red,Select,Economy Plus Auto Sales,,Automatic,Front Wheel Drive
2005 LEXUS ES 330 Base Sedan,JTHBA30G755123016,Lexus,ES 330,2005,4495,175500,Classic Silver Metallic,ASH,Gurnee Hyundai,888-574-6160 888-487-5122,Automatic,Front Wheel Drive
2016 LEXUS ES 350 Sedan,JTHBK1GG5G2214071,Lexus,ES 350,2016,33495,17886,Atomic Silver,BLACK,Gurnee Hyundai,888-574-6160 888-487-5122,Automatic,Front Wheel Drive
1998 LEXUS ES 300 Base Sedan,JT8BF28G4W5017897,Lexus,ES 300,1998,3133,130761,Oyster Pearl Ucaa2,BLACK,Gurnee Hyundai,888-574-6160 888-487-5122,Automatic,Front Wheel Drive
2016 Lexus RX 350,2T2BZMCA2GC018120,Lexus,RX 350,2016,41993,17795,Nebula Gray Pearl,Black,Gurnee Volkswagen,866-413-5581 866-413-3570,Automatic,All Wheel Drive
Used 2010 Lexus RX 350 AWD 4dr,2T2BK1BA1AC061973,Lexus,RX 350,2010,15999,96304,White,Light Gray,Anthony Pontiac-gmc-buick,847-856-3080,Automatic,All Wheel Drive
Used 2015 Lexus RX 350 Base,JTJBK1BA1F2474659,Lexus,RX 350,2015,25987,45261,Brown,,MAJESKI MOTORS INC,815-625-9600,Automatic,All Wheel Drive
Used 2014 Lexus ES 350 Base,JTHBK1GG2E2136216,Lexus,ES 350,2014,23987,35851,Brown,,MAJESKI MOTORS INC,815-625-9600,Automatic,Front Wheel Drive
Used 2015 Lexus RX 350 Base,2T2ZK1BA8FC197765,Lexus,RX 350,2015,32987,15551,White,,MAJESKI MOTORS INC,815-625-9600,Automatic,Front Wheel Drive
2009 Lexus ES 350 Leather,JTHBJ46G092327130,Lexus,ES 350,2009,10495,113671,Smoky Granite Mica,Light Gray,Bennett's Auto,877-269-2443,Automatic,Front Wheel Drive
2010 Lexus IS 250 Base,JTHCF5C24A5042132,Lexus,IS 250,2010,15995,60511,Black Sapphire Pearl,Ecru,Bennett's Auto,877-269-2443,Automatic,All Wheel Drive
2011 Lexus RX 350 Leather,2T2BK1BA7BC084546,Lexus,RX 350,2011,16995,102311,Tungsten Pearl,Light Gray,Bennett's Auto,877-269-2443,Automatic,All Wheel Drive
Used 2016 Lexus ES 350 4DR SDN * HEATED LEATHER * MOONROOF * BACKUP CAM * BLUETOOTH *,58ABK1GG3GU026126,Lexus,ES 350,2016,32998,16673,Eminent White Pearl,Parchment Perforated Leather With Espresso Bird's,Bergstrom GM of Neenah,877-647-4329,Automatic,Front Wheel Drive
2012 Lexus RX 350 AWD,2T2BK1BA7CC132161,Lexus,RX 350,2012,19000,88940,Gray,Leather,Premium Auto Sales Inc.,847-837-1234,Automatic,All Wheel Drive
2007 Lexus IS IS 250 AWD NAVIGATION BACK UP CAMERA,JTHCK262672012176,Lexus,IS 250,2007,11990,59201,Black,Leather,Premium Auto Sales Inc.,847-837-1234,Automatic,All Wheel Drive
2005 Lexus GX 470 NAVIGATION BACK UP CAMERA,JTJBT20X750074481,Lexus,GX 470,2005,13300,102960,Black,Leather,Premium Auto Sales Inc.,847-837-1234,Automatic,4-Wheel Drive
